        f_mass4l     f_D_bkg_kin         f_pfmet         target
      4.0282e-01     -2.8793e-01     -4.5869e-01               1
      4.4279e-01      1.1576e+00     -5.5281e-01               1
      4.4279e-01      6.4799e-01     -2.8806e-01               1
      5.0775e-01     -2.1746e-01      2.1923e-01               1
      3.7284e-01      7.6874e-01     -4.3846e-01               1
      4.2280e-01      2.0641e-01     -1.0878e-01               1
      1.1323e+00      1.7808e-01     -6.4162e-01               0
      5.7270e-01     -7.4651e-01      1.3568e+00               1
      1.1473e+00      2.5245e-01     -6.2988e-01               0
     -1.3275e+00      5.5911e-01     -6.2849e-01               0
      3.2287e-01      4.4937e-02      1.0720e+00               1
     -4.9657e-01      6.3914e-01     -5.2699e-01               0
     -1.3745e+00      5.0493e-01      1.9727e+00               1
     -1.4824e+00     -1.3814e-01     -5.2021e-01               0
      9.0248e-01     -1.4927e+00     -5.7522e-01               0
      2.3293e-01     -5.5281e-01      3.8066e-01               1
     -3.1886e-02      6.4799e-01     -3.6651e-01               1
      3.9782e-01     -4.5011e-01     -5.6519e-01               1
      3.7284e-01      1.4476e+00      2.5582e+00               1
      4.9276e-01      1.1508e+00     -5.8415e-01               0
     -1.1092e+00      1.9508e-01      1.2227e+00               1
      1.9168e+00     -5.1385e-01     -6.4769e-01               0
     -1.0812e+00     -1.4354e+00     -5.8002e-01               0
      4.3779e-01      1.2624e+00     -1.0680e-01               1
      4.0781e-01     -7.8295e-02     -6.4261e-01               0
      3.6284e-01      1.5595e+00     -6.0969e-01               0
      4.0282e-01      1.3845e+00      2.3642e+00               1
      2.3293e-01      6.5755e-01      2.6445e-01               1
      3.9282e-01      1.2326e+00     -6.1484e-01               0
      5.5771e-01      4.3269e-01     -2.3372e-01               1
      1.9468e+00      8.8489e-01     -6.5356e-01               0
     -1.3760e+00     -1.3483e+00     -6.6205e-01               0
      3.5785e-01     -6.4735e-01      1.0104e-01               1
     -9.3727e-01     -5.6060e-01     -5.7090e-01               0
      1.2672e+00     -1.2090e+00     -5.6527e-01               0
      3.9282e-01      1.4784e+00     -1.1592e-01               1
      1.3022e+00     -2.2454e-01     -6.1270e-01               0
      7.8256e-01     -4.3595e-01     -4.0776e-01               0
      3.2287e-01     -1.0036e+00      3.0484e+00               1
      4.1281e-01      1.3275e+00     -4.9962e-01               1
      5.4272e-01     -1.4997e+00      2.0172e+00               1
      4.8776e-01     -3.0882e-01      1.3016e+00               1
      4.0781e-01      1.1746e+00      8.5173e-02               1
     -1.2531e+00     -1.3390e+00     -6.0731e-01               0
      5.0775e-01     -2.1746e-01      2.1923e-01               1
     -1.3530e+00      1.2387e+00     -6.3999e-01               0
     -1.4059e+00     -1.4102e+00     -6.5582e-01               0
     -1.1436e+00      9.1181e-01     -6.3690e-01               0
      3.6784e-01      1.1923e+00      4.3857e-01               1
     -1.2700e+00      4.6987e-01     -6.6893e-01               0
     -2.3313e+00      7.2696e-01      5.8334e-01               1
      4.9276e-01     -3.9664e-01      6.5341e-02               1
      5.7270e-01     -1.8878e-01     -5.3913e-01               1
     -3.1170e-01     -1.0330e+00     -6.3987e-01               0
      3.8783e-01      3.5514e-01     -4.7658e-01               1
     -1.3535e+00      1.4462e+00     -6.2690e-01               0
      3.8783e-01      1.1537e+00     -4.7384e-01               1
     -8.3934e-01      1.3654e+00      2.4995e+00               1
      4.8776e-01      5.6548e-01      1.0262e-01               1
      5.0275e-01     -1.0748e+00     -6.3222e-01               0
      5.3273e-01     -1.6670e+00     -6.3293e-01               0
      3.2787e-01      1.1296e+00     -6.3961e-02               1
     -1.1376e+00     -1.2961e+00     -5.0625e-01               0
     -8.1136e-01     -8.8178e-01      2.0675e+00               1
      3.2287e-01     -1.8594e-01      7.9620e-02               1
      6.6764e-01     -1.5053e-01     -6.1758e-01               0
     -1.2640e+00     -1.5561e+00     -6.4594e-01               0
      3.9782e-01     -1.6434e-01     -5.8534e-01               1
      5.0275e-01     -1.0231e+00      1.6410e-01               1
      5.3273e-01     -6.2717e-01     -1.1790e-01               1
      2.1916e+00     -9.5118e-01     -6.7665e-01               0
     -1.6083e+00      1.4451e+00      2.6391e+00               1
      3.9282e-01     -4.0443e-01     -5.7498e-01               0
      1.2572e+00     -1.3307e+00     -6.3833e-01               0
      4.5778e-01     -8.6085e-02     -6.9285e-01               0
     -1.2531e+00     -1.2292e+00     -5.8768e-01               0
      4.6278e-01      2.9813e-01      2.7732e+00               1
     -1.2665e+00     -1.5856e+00     -6.6629e-01               0
     -1.1701e+00     -4.9261e-01     -6.4844e-01               0
      5.5771e-01      6.6538e-02      2.4658e+00               1
      5.0275e-01      8.4523e-01      1.0937e-01               1
     -1.2720e+00      1.2790e+00     -6.1492e-01               0
     -1.1961e+00      9.8723e-01     -6.8881e-01               0
      4.1281e-01      6.9155e-01      3.0768e-01               1
      4.0781e-01      4.8832e-02      1.7296e+00               1
      4.9276e-01      8.5621e-01      1.2523e-01               1
      4.7777e-01     -1.4115e+00     -4.4552e-01               1
      8.4252e-01      6.8340e-01     -5.6118e-01               0
      4.2780e-01      1.2457e+00     -2.0358e-01               1
     -1.1286e+00      1.5648e-01     -5.7118e-01               0
      4.2780e-01      2.4752e-02      5.5201e-01               1
      7.8755e-01     -1.4594e+00     -6.3416e-01               0
      4.2780e-01      2.0393e-01      1.7332e+00               1
     -1.8342e+00      1.2103e+00      1.8284e+00               1
     -1.3760e+00     -1.4464e+00     -5.1914e-01               0
      3.3286e-01      5.8390e-01      1.7134e+00               1
      3.5785e-01     -1.1654e-01     -9.7675e-02               1
     -1.1102e+00     -1.4334e+00     -6.6343e-01               0
      1.2772e+00     -1.1066e+00     -5.6542e-01               0
      1.7797e-01      7.1315e-01     -9.4105e-02               1
      5.8269e-01     -1.2377e+00      4.4716e-02               1
      3.8283e-01      1.8127e+00     -5.5781e-01               0
      2.8290e-01      2.6944e-01     -5.3437e-01               0
      4.3779e-01      5.9346e-01      6.3253e-01               1
      1.8297e-01      1.4625e+00     -1.1195e-01               1
      3.6784e-01      1.5035e+00     -3.7028e-01               1
      3.2287e-01     -1.0060e-01      2.2595e+00               1
      5.0775e-01      6.3808e-01      2.9341e-01               1
     -1.5653e+00     -6.5585e-01     -6.7864e-01               0
     -1.0847e+00     -7.4226e-01     -6.7260e-01               0
      3.4286e-01     -9.3914e-01      7.4464e-02               1
     -1.4114e+00     -1.2338e+00     -6.7718e-01               0
      4.4279e-01     -1.2341e+00     -6.3896e-01               0
      4.1281e-01      9.0437e-01      2.8227e+00               1
      9.6244e-01     -1.2348e+00     -6.4812e-01               0
     -1.2106e+00     -1.4855e+00     -6.1429e-01               0
      2.8290e-01      4.9856e-01     -6.5391e-01               0
      4.5778e-01      1.1958e+00      2.0315e+00               1
     -1.2251e+00     -8.5593e-01     -5.5590e-01               0
      4.5278e-01     -2.5393e-01      2.9248e-02               1
     -1.0184e-01      1.3562e+00      7.3274e-02               1
     -1.4609e+00     -1.3804e+00     -5.9834e-01               0
     -5.2155e-01      2.8219e-01      2.3448e+00               1
      4.5278e-01      7.2979e-01     -3.7214e-01               1
      2.5414e+00      4.9894e-02     -5.0775e-01               0
     -1.2336e+00      1.2004e-02     -6.2928e-01               0
      4.6278e-01      7.7264e-01      1.1571e-01               1
      2.7790e-01      9.8829e-01      8.1220e-01               1
      4.8776e-01     -7.3234e-01     -3.5307e-01               1
     -4.5660e-01      1.5779e+00      3.0253e-01               1
     -8.1852e-02     -8.4353e-01     -4.3426e-01               1
      1.6420e+00     -9.1046e-01     -5.9525e-01               0
      4.4779e-01      3.5018e-01     -3.3078e-01               1
     -1.3170e+00     -7.7448e-01     -6.2611e-01               0
      4.4279e-01     -3.3322e-02      1.8446e+00               1
      3.2287e-01      1.0602e+00      2.1712e-02               1
     -6.1149e-01      1.6618e+00      1.5162e+00               1
     -1.3620e+00      1.0266e-01     -6.0080e-01               0
     -9.4526e-01     -1.6131e+00     -6.0854e-01               0
      4.0282e-01     -7.4296e-01     -2.3108e-02               1
     -1.3025e+00     -1.1814e+00     -5.3881e-01               0
     -1.5788e+00     -6.1655e-01     -6.0755e-01               0
      4.4779e-01     -8.9272e-02      1.3715e+00               1
     -1.2081e+00     -3.0811e-01     -6.1219e-01               0
      3.3786e-01      1.4380e+00      1.5468e+00               1
     -1.0012e+00     -7.3057e-01      1.6788e+00               1
     -1.3300e+00     -9.7208e-01      1.9688e+00               1
      3.5285e-01      4.7306e-01     -5.9093e-01               1
     -1.0512e+00      1.3035e+00      1.6261e+00               1
      2.8790e-01      9.1358e-01     -1.3258e-01               1
      2.8790e-01      1.6990e+00      1.8592e-01               1
      1.3672e+00     -1.2132e+00     -5.9303e-01               0
      3.6784e-01     -3.0847e-01     -4.3069e-01               1
      3.4286e-01      1.4423e+00      1.6182e+00               1
     -1.0772e+00     -1.0167e-01     -6.2262e-01               0
      3.2287e-01     -1.8594e-01      7.9620e-02               1
      4.1281e-01      3.5549e-01     -1.1870e-01               1
      2.8790e-01      2.0570e-01     -6.0184e-01               0
      1.2872e+00     -1.4585e+00     -6.4895e-01               0
      4.1781e-01      1.0251e+00      4.3526e-02               1
      3.6784e-01      1.0956e+00     -8.2603e-02               1
     -3.0670e-01      1.6926e+00      2.5637e+00               1
      4.8276e-01     -5.9353e-01      2.7962e+00               1
      1.6769e+00      1.0524e+00     -6.0743e-01               0
     -1.4864e+00     -1.6081e+00     -5.8137e-01               0
      4.7277e-01     -3.0280e-01     -6.3961e-02               1
     -1.4149e+00     -1.6012e+00     -5.2259e-01               0
      4.5278e-01      6.3347e-01      2.7831e+00               1
     -4.5160e-01     -1.1052e-01     -3.5374e-01               1
      3.2287e-01      6.2996e-02     -3.9035e-01               1
      2.5792e-01      9.8762e-02     -6.8002e-01               0
     -1.2121e+00     -3.6159e-01     -6.4074e-01               0
      2.6063e+00      1.6140e+00     -6.3670e-01               0
      5.0275e-01     -5.0925e-01      4.7308e-01               1
     -1.0542e+00      6.5224e-01     -5.7102e-01               0
     -2.1676e-01     -1.1495e+00     -6.4598e-01               0
     -8.3134e-01     -1.9866e-02     -5.8843e-01               0
      1.7919e+00     -9.6712e-01     -6.1837e-01               0
      4.9276e-01     -9.9261e-01      1.0244e+00               1
      1.5770e+00      1.4837e+00     -6.0917e-01               0
     -1.1683e-01      1.2521e+00     -5.1224e-01               1
      3.9282e-01      1.6533e+00     -6.4642e-01               0
      1.6298e-01      1.2071e+00     -5.7467e-01               0
      2.5292e-01     -1.8453e-01     -6.2139e-01               0
     -1.2326e+00      6.5861e-01     -5.7574e-01               0
     -1.3430e+00      6.1226e-02     -5.0502e-01               0
      4.1281e-01      7.6733e-01      4.8286e-02               1
      4.0781e-01      1.6668e+00     -1.9207e-01               1
      1.3622e+00      1.1076e+00     -5.6439e-01               0
     -1.1591e+00     -9.3950e-01     -5.9025e-01               0
      5.0275e-01      1.2365e+00      1.6172e-01               1
     -1.3070e+00     -8.2654e-01     -6.0243e-01               0
      3.9782e-01      1.5074e+00      1.4020e+00               1
      4.7277e-01     -1.6014e+00     -2.0397e-01               1
     -1.4020e+00     -7.3836e-01     -5.5622e-01               0
      6.3266e-01     -7.3801e-01     -3.1834e-02               1
     -1.2720e+00     -9.7420e-01     -6.7504e-01               0
      4.3280e-01     -1.3283e+00     -6.5944e-02               1
      3.4286e-01      3.9445e-01      3.3611e-02               1
      3.6284e-01      9.6103e-01      1.2997e+00               1
      4.1281e-01     -1.0950e+00     -5.4250e-01               0
      6.0268e-01     -1.1020e+00     -6.3642e-01               0
      3.3286e-01      1.4387e+00     -5.8408e-02               1
      3.0788e-01      1.5336e+00     -3.7615e-01               1
      4.6777e-01      5.5911e-01      6.7774e-01               1
      5.1274e-01      6.1046e-01     -6.8892e-01               0
     -9.0129e-01     -7.5607e-01     -6.8322e-01               0
      4.1781e-01      1.5173e+00     -4.5361e-01               1
      5.0775e-01     -9.4977e-01      6.5341e-02               1
      4.1281e-01     -9.7810e-01     -3.3157e-01               1
      4.6278e-01      4.9608e-01      2.4927e+00               1
      4.5778e-01      1.7868e+00      3.7577e-02               1
      6.0268e-01      6.1258e-01     -6.3714e-01               0
     -1.5648e+00     -8.8886e-01     -5.8589e-01               0
      1.6798e-01      1.1625e+00     -4.0717e-01               1
      3.7284e-01      8.8914e-01      3.9957e-02               1
      4.0282e-01      6.7986e-01      5.2649e-02               1
     -1.3090e+00     -1.0627e+00     -6.0521e-01               0
      4.3779e-01      1.3403e+00     -6.5871e-01               0
      8.2753e-01     -1.3432e+00     -6.7133e-01               0
      3.2287e-01     -1.5195e-01      2.1663e+00               1
     -5.0157e-01      9.5254e-03     -5.2818e-01               0
      3.7284e-01      5.1697e-01      1.9901e-01               1
      2.6291e-01      1.7015e+00     -5.0831e-01               1
      5.5771e-01     -1.2678e+00      2.6075e-02               1
      3.5785e-01     -1.0532e+00     -1.1632e-01               1
     -1.2296e+00      2.0287e-01     -6.7703e-01               0
      4.7277e-01     -4.3170e-01     -6.2623e-01               0
     -1.2111e+00     -1.5227e+00     -6.3860e-01               0
      4.5278e-01     -1.3171e+00      2.5582e+00               1
      1.8297e-01     -2.1675e-01     -6.2579e-01               0
     -5.2155e-01      2.6201e-01      2.5578e+00               1
      4.5278e-01      2.7263e-01     -3.6197e-02               1
      4.3280e-01      1.1052e+00      2.4594e+00               1
      1.5920e+00     -1.6642e+00     -6.2147e-01               0
      1.8019e+00      3.2787e-01     -6.2147e-01               0
     -1.3070e+00      1.7313e-01     -6.4919e-01               0
     -4.8658e-01      1.1377e+00      2.2667e+00               1
     -1.3255e+00      1.1618e+00     -6.6563e-01               0
     -1.0852e+00     -1.5502e+00     -6.1068e-01               0
      1.5271e+00      2.9423e-01     -5.9065e-01               0
      3.6284e-01      1.3587e+00      2.8604e+00               1
     -1.5229e+00     -1.3283e-01     -6.3817e-01               0
      4.1281e-01     -2.7801e-01      2.3936e+00               1
      3.2287e-01     -1.8594e-01      7.9620e-02               1
     -1.2041e+00     -1.5650e+00     -6.1830e-01               0
      2.9289e-01     -7.0897e-01      5.4804e-01               1
      1.8297e-01      1.3215e+00     -6.2567e-01               0
      3.0289e-01     -1.3440e+00      2.5447e+00               1
     -3.6166e-01     -9.6995e-01     -6.3876e-01               0
      5.9269e-01      4.3234e-01      1.3139e+00               1
      2.7790e-01     -7.1818e-01     -6.3670e-01               0
     -1.6258e+00     -1.6608e+00      2.2627e+00               1
      3.5285e-01      3.4877e-01     -6.6008e-01               0
      6.9762e-01      1.6037e+00      1.3713e-01               1
     -1.3205e+00     -1.6301e+00     -5.4615e-01               0
      5.4272e-01      1.2280e+00      3.9163e-02               1
     -1.1966e+00     -1.2784e-02     -6.8512e-01               0
     -5.0656e-01      6.9403e-01      2.7033e+00               1
      3.1288e-01      8.4275e-01     -5.8502e-01               0
      4.0282e-01      7.3121e-01     -4.2146e-02               1
      3.6784e-01      9.9750e-01     -3.6576e-01               1
      2.4614e+00     -1.5174e+00     -5.7923e-01               0
      2.5763e+00     -6.3177e-01     -5.8446e-01               0
      1.3122e+00     -1.3409e+00      2.0790e+00               1
      3.9282e-01      9.2388e-02     -6.3717e-01               0
     -5.2655e-01      1.6795e+00     -6.3265e-01               0
      4.4279e-01      1.3158e+00      1.7114e+00               1
     -4.3661e-01      1.4890e+00     -6.3460e-01               0
     -1.6973e+00     -1.6116e-01      2.3214e+00               1
      3.8283e-01     -5.2412e-01     -2.9797e-01               1
      1.9796e-01      2.9282e-01     -2.1349e-01               1
      1.1173e+00     -1.4502e+00     -5.5452e-01               0
      2.3915e+00     -1.6087e+00     -4.4992e-01               0
     -1.0112e+00     -3.2476e-01     -6.1322e-01               0
      1.2073e+00     -1.4632e+00     -6.7718e-01               0
     -1.0872e+00     -3.6336e-01      2.3626e+00               1
     -1.1891e+00     -1.4786e+00     -5.6178e-01               0
     -1.2795e+00     -1.3308e+00     -5.4690e-01               0
      7.5758e-01     -1.4959e+00     -5.5503e-01               0
     -1.0152e+00     -1.1049e+00     -6.8303e-01               0
      3.2787e-01      1.2011e+00     -3.8392e-01               1
     -6.7145e-01      6.7420e-01     -6.6573e-01               0
      2.6113e+00     -1.6390e+00     -6.2424e-01               0
     -1.2531e+00     -5.9919e-01     -5.8962e-01               0
      3.7284e-01      1.3452e+00      3.3148e-01               1
      2.5863e+00     -2.5854e-01     -4.9978e-01               0
     -1.4964e+00     -8.3326e-01     -6.7606e-01               0
     -8.2135e-01     -1.2398e+00     -5.8914e-01               0
      4.7277e-01     -2.1782e-01     -1.3985e-02               1
      3.7284e-01      7.0217e-01      8.7553e-02               1
      4.7277e-01      1.6781e+00      3.2024e-02               1
     -1.2421e+00     -7.4615e-01     -5.7133e-01               0
     -1.5873e+00     -1.2203e+00     -5.5130e-01               0
     -1.3850e+00     -5.5918e-01     -6.1135e-01               0
      6.3766e-01      1.0365e+00     -6.6322e-01               0
      4.8276e-01     -3.9133e-01     -6.1361e-01               0
     -1.2186e+00     -1.6092e+00     -5.4036e-01               0
      4.0282e-01     -8.5522e-01      2.4562e+00               1
      2.6263e+00     -1.2508e+00     -5.9497e-01               0
     -9.3227e-01     -1.5469e+00     -5.6031e-01               0
      1.0274e+00      1.7227e+00      2.4979e+00               1
      2.7291e-01      8.3390e-01     -4.8824e-01               1
      7.0261e-01     -2.1637e-02     -5.9989e-01               0
     -5.6153e-01     -8.9134e-01      2.2417e+00               1
      4.2280e-01      1.4355e+00     -3.8365e-01               1
     -8.1136e-01     -7.2738e-01     -6.2873e-01               0
      4.3779e-01      1.2836e+00      2.5617e+00               1
      2.5292e-01      4.4721e-01      6.1375e-02               1
      3.5285e-01      1.7911e+00      1.8592e-01               1
      1.8868e+00     -1.3523e+00     -6.8367e-01               0
      1.0973e+00      8.5798e-01     -5.8280e-01               0
      5.1774e-01     -2.8935e-01     -5.9598e-02               1
     -8.4783e-01     -1.3491e+00     -6.3404e-01               0
      3.0788e-01      4.9608e-01     -4.9740e-01               1
      4.2780e-01      1.3353e+00      3.8741e-01               1
     -1.2356e+00     -1.5297e+00     -4.9125e-01               0
      4.8776e-01      4.9643e-01      2.4317e+00               1
      3.6284e-01      7.5989e-01      2.4685e+00               1
      4.0282e-01     -1.3246e+00     -6.0219e-01               0
      4.1781e-01      3.4770e-01     -2.0635e-01               1
      3.6784e-01      1.0513e+00      9.1057e-01               1
     -1.1631e+00      1.4090e-01     -6.5847e-01               0
     -1.3065e+00     -1.3205e+00     -6.2904e-01               0
      4.6278e-01     -7.3270e-01     -4.4818e-01               1
      4.3779e-01      1.2624e+00     -1.0680e-01               1
     -1.2845e+00      4.3057e-01     -6.8030e-01               0
      2.3715e+00     -1.3898e+00     -4.2482e-01               0
      4.1281e-01      6.0868e-01      3.1231e-02               1
     -1.3860e+00     -1.0170e+00     -6.5929e-01               0
     -4.6876e-02      3.4168e-01      6.4945e-02               1
      2.6791e-01      2.1810e-01     -6.1100e-01               1
      3.7783e-01      5.0387e-01      5.5875e-01               1
     -1.2905e+00     -8.8851e-01     -6.2266e-01               0
      1.0302e-01     -2.4614e-01     -5.6741e-01               0
      3.6284e-01      1.0694e+00      1.0500e-01               1
      3.7783e-01     -1.4289e+00      5.8453e-01               1
      3.8283e-01      1.2985e+00      7.3670e-02               1
      1.4299e-01      1.2316e+00     -6.7134e-02               1
      2.2016e+00      6.9650e-01     -5.7824e-01               0
     -1.3385e+00      1.3906e+00     -6.2373e-01               0
      1.5720e+00     -1.3060e+00     -5.0716e-01               0
     -1.2386e+00     -1.0546e+00     -6.0231e-01               0
     -1.2660e+00     -1.0199e+00     -5.7320e-01               0
      3.9282e-01      1.4419e+00      7.7240e-02               1
     -1.2366e+00      2.1704e-01      1.9624e+00               1
      4.6777e-01     -1.0479e+00     -6.2889e-01               0
      4.0282e-01      1.0283e+00     -3.5624e-01               1
     -1.5094e+00     -1.1877e+00     -6.4019e-01               0
      4.6777e-01     -5.9353e-01      6.7497e-01               1
      3.9782e-01      1.3382e+00     -2.8797e-03               1
     -1.1761e+00     -7.2101e-01     -6.6446e-01               0
     -3.2669e-01     -1.9905e-01      9.1493e-01               1
      3.8783e-01      2.1774e-01     -3.9495e-01               1
     -1.9156e+00      1.4879e+00     -6.2912e-01               0
      2.9789e-01      1.7136e-01      8.5569e-02               1
      2.2266e+00      7.2377e-01     -5.8593e-01               0
     -7.4640e-01      2.5316e-01     -5.8974e-01               0
      1.2872e+00     -6.3496e-01     -5.3766e-01               0
      3.6284e-01      1.6558e+00      1.5379e-01               1
     -1.6563e+00     -1.3366e+00     -5.7740e-01               0
      4.2280e-01      1.2231e+00      2.3852e+00               1
      4.1281e-01      8.3815e-01      2.4344e+00               1
      3.7783e-01      4.7518e-01     -1.2980e-01               1
     -1.1621e+00     -3.2440e-01     -6.5681e-01               0
      1.8169e+00     -1.1031e+00     -6.4685e-01               0
      2.4514e+00     -2.4012e-01     -6.2877e-01               0
      5.7270e-01     -1.8878e-01     -5.3913e-01               1
      4.4779e-01     -6.0663e-01     -2.4760e-01               1
     -1.7072e+00     -1.6459e+00     -6.3015e-01               0
      3.5285e-01      1.0255e+00     -5.7966e-01               1
      3.5785e-01     -5.7016e-01      2.2836e-01               1
      3.8283e-01     -4.8340e-01      3.5295e+00               1
      4.3280e-01      5.9735e-01     -5.2283e-01               1
      4.4779e-01      4.2950e-01     -5.5202e-01               0
     -9.3477e-01      1.6994e+00      2.7176e+00               1
      3.6784e-01      9.7519e-01      2.1712e-02               1
     -1.2416e+00     -1.2933e+00     -6.0735e-01               0
      4.0282e-01     -6.1690e-01     -5.5896e-01               1
     -1.2905e+00      7.3266e-02     -6.0449e-01               0
      2.0217e+00      1.0265e+00     -5.9577e-01               0
      2.1295e-01      1.2744e+00     -5.0863e-01               0
     -4.1662e-01     -4.7487e-02      1.9208e+00               1
     -1.1246e+00     -1.1552e+00      1.9172e+00               1
     -1.8856e+00      1.1222e-01     -2.3888e-01               1
      1.2422e+00      1.0503e+00     -6.5933e-01               0
      5.3773e-01      3.9232e-01      6.7324e-02               1
      3.8283e-01     -3.7362e-01     -3.9767e-02               1
      4.5278e-01      5.8039e-02      1.3396e-01               1
      4.9775e-01      1.4639e+00     -1.6788e-01               1
     -2.1974e+00      1.7206e-01     -6.2111e-01               0
      5.3273e-01      8.4311e-01      6.4945e-02               1
     -8.4983e-01     -6.0911e-01     -6.8822e-01               0
      3.0788e-01      4.5252e-01     -4.1431e-01               1
      4.4279e-01      1.6569e-01      3.3069e-01               1
      5.2274e-01      3.2327e-01      3.5256e+00               1
      4.7777e-01     -1.2005e+00     -5.2473e-01               1
      3.6784e-01      5.5805e-01     -1.8890e-01               1
      5.9768e-01     -9.3242e-01     -5.6451e-01               0
     -1.1551e+00     -5.4218e-01     -6.5276e-01               0
      3.6284e-01     -3.6088e-01      1.7225e+00               1
      5.1274e-01      5.1343e-01      2.5602e+00               1
      4.6278e-01      1.2178e-01      8.7804e-01               1
     -9.4876e-01      2.1420e-01     -6.4753e-01               0
      2.3293e-01      1.1547e+00      5.5201e-01               1
      5.3773e-01      3.4770e-01      5.7409e-02               1
      5.3773e-01      1.3984e-01     -2.3094e-01               1
     -1.2021e+00     -1.0089e+00     -6.4126e-01               0
     -1.3565e+00      1.7355e+00     -6.0338e-01               0
      4.6777e-01      2.6095e-01     -1.1394e-01               1
     -1.3030e+00     -6.8347e-01     -6.5383e-01               0
     -1.1476e+00     -1.3409e+00     -6.9018e-01               0
      1.2372e+00     -1.6537e+00     -5.7732e-01               0
      3.8283e-01     -3.3786e-01     -2.4800e-01               1
      5.3273e-01     -4.1506e-01      1.2445e+00               1
      9.1747e-01     -4.2883e-02     -6.1933e-01               0
      6.5764e-01     -1.3831e+00     -6.2155e-01               0
      3.5785e-01      1.0942e-02     -7.8637e-02               1
      1.8568e+00     -9.2640e-01     -6.2064e-01               0
     -1.1331e+00      5.8779e-01      1.8966e+00               1
      2.0295e-01      5.2724e-01      2.1330e+00               1
      2.3515e+00     -1.5407e+00     -5.4992e-01               0
      2.6791e-01      9.4368e-01      2.3150e+00               1
      4.9775e-01      8.4877e-01     -6.0223e-01               1
      4.7277e-01      1.5758e+00     -2.9520e-01               1
     -1.2466e+00     -1.5924e+00     -5.6487e-01               0
      4.2780e-01      1.0067e+00     -2.7338e-01               1
      4.0781e-01      1.3736e-01      9.6768e-01               1
     -1.4005e+00     -6.6718e-01     -6.1060e-01               0
      1.3622e+00     -2.0436e-01     -6.6106e-01               0
      3.7284e-01     -6.3142e-01      2.1326e+00               1
      4.5778e-01      1.1561e+00     -1.9961e-01               1
      4.4279e-01      7.5777e-01      2.1108e+00               1
      2.6791e-01      1.6409e+00     -2.1508e-01               1
      4.8776e-01     -5.4289e-01     -6.4959e-01               0
      4.1281e-01      3.9480e-01     -4.5000e-01               1
      3.6784e-01      1.8236e+00      1.7197e+00               1
      2.4214e+00     -4.1399e-01     -5.0946e-01               0
      1.7297e-01      8.0628e-01     -2.3610e-01               1
     -1.3835e+00     -7.3270e-01     -6.0929e-01               0
     -1.0012e+00     -1.5140e+00     -5.7348e-01               0
     -1.2840e+00     -1.0358e+00     -6.6484e-01               0
     -1.6553e+00     -4.0408e-01     -5.8196e-01               0
     -1.1596e+00      1.0237e+00     -5.6939e-01               0
     -1.6368e+00      3.1126e-02     -6.3606e-01               0
      3.2787e-01      1.7057e+00     -4.9669e-01               0
      3.4286e-01      1.5259e-01      7.2481e-02               1
      4.5778e-01      1.3421e-02      9.2709e-02               1
     -1.2915e+00     -1.3908e+00     -6.1643e-01               0
     -1.3435e+00      1.4122e+00     -5.0514e-01               0
      4.5778e-01      1.6214e+00     -3.7825e-01               1
      4.3280e-01      7.0677e-01      4.3526e-02               1
     -1.2101e+00     -1.6062e+00     -5.7022e-01               0
      2.2066e+00      8.5019e-01     -6.4856e-01               0
     -1.2845e+00      4.3057e-01     -6.8030e-01               0
     -1.3015e+00     -1.2699e+00     -5.9882e-01               0
     -1.3135e+00     -1.3708e-01     -6.6040e-01               0
     -3.2669e-01     -7.5678e-01     -4.6825e-01               0
      2.4293e-01      3.0627e-01     -3.0765e-01               1
     -1.1861e+00     -1.5656e+00     -5.3353e-01               0
      2.5792e-01     -8.4315e-02      9.6279e-02               1
      1.4971e+00     -6.2360e-02     -6.7227e-01               0
      3.6284e-01      4.6952e-01      3.6784e-02               1
      3.2287e-01      8.6542e-01      3.1231e-02               1
      4.8776e-01      1.2266e+00      1.3118e-01               1
      2.4914e+00     -1.6160e+00     -5.9989e-01               0
     -1.4069e+00     -7.8865e-01     -6.5847e-01               0
      3.6284e-01      3.8949e-01      1.9028e-01               1
      1.4371e+00     -9.2817e-01     -6.4729e-01               0
     -1.2186e+00     -1.6092e+00     -5.4036e-01               0
      3.2787e-01      1.2953e+00      1.8195e-01               1
     -1.2351e+00      6.7278e-01     -6.0477e-01               0
     -1.5680e-01     -3.0528e-01     -6.0203e-01               0
      4.4779e-01     -2.7341e-01      2.3444e+00               1
      1.1423e+00     -6.3673e-01     -5.1799e-01               0
      4.1281e-01      1.4515e-01     -3.0587e-01               1
     -6.1866e-02     -7.0507e-01     -6.7904e-01               0
      4.4779e-01      1.1728e+00      8.4948e-01               1
      5.1774e-01     -2.9005e-01      9.4159e-03               1
     -1.4045e+00      9.0189e-01     -6.3095e-01               0
      4.0781e-01      7.5281e-01     -5.2148e-01               0
      2.4293e-01      1.1101e+00      2.4908e+00               1
      3.1788e-01      6.9580e-01     -5.6903e-01               0
      3.9282e-01      1.6055e+00     -5.3754e-01               1
     -1.2426e+00     -1.4155e+00     -6.2845e-01               0
      4.1281e-01      1.0584e+00     -3.8864e-01               1
      4.5278e-01     -3.8974e-04      1.9668e+00               1
      2.2616e+00     -1.6417e+00     -6.7438e-01               0
     -1.6873e+00     -3.9593e-01      2.5415e+00               1
     -2.1799e+00     -1.2876e+00     -6.1005e-01               0
