        f_mass4l     f_D_bkg_kin         f_pfmet         target
      1.5320e+00      7.2912e-02     -6.1730e-01               0
     -1.9836e+00     -2.4650e-01      2.3535e+00               1
      3.3786e-01      1.1370e+00     -5.4754e-01               0
     -1.1991e+00     -2.4544e-01     -5.5547e-01               0
      4.4279e-01      7.6308e-01      1.2087e-01               1
     -9.2478e-01      7.2625e-01     -5.9747e-01               0
     -1.3865e+00     -1.0978e+00     -6.1151e-01               0
     -6.4647e-01      8.6967e-01      1.2136e+00               1
      4.4279e-01     -1.1725e-01      2.4094e+00               1
     -5.7652e-01      8.0238e-01      1.3274e+00               1
      2.5364e+00     -1.4529e+00     -5.7006e-01               0
     -3.9164e-01      1.1260e+00     -2.5434e-01               1
     -1.3815e+00      8.2221e-01     -6.3575e-01               0
      1.8618e+00      3.0875e-01     -6.2143e-01               0
     -1.3830e+00     -4.8057e-01     -6.7819e-01               0
     -1.6897e-02     -1.8205e-01     -8.7362e-02               1
      4.2780e-01      1.2436e+00      2.4317e+00               1
     -6.6146e-01      2.7582e-01     -5.3302e-01               0
     -1.4369e+00     -1.3218e+00     -6.7819e-01               0
      3.1788e-01      4.9820e-01     -6.5383e-01               0
      3.0788e-01      4.4261e-01      4.4320e-02               1
      1.1173e+00     -1.4502e+00     -5.5452e-01               0
      4.4779e-01     -1.4487e+00     -3.1041e-02               1
      1.6370e+00     -1.6609e+00     -6.0767e-01               0
      4.5278e-01      6.9016e-02      1.7164e-01               1
      6.1267e-01      8.7994e-01     -4.9819e-01               0
      5.1774e-01     -1.5297e+00     -5.9279e-01               0
      4.9775e-01     -3.0528e-01      1.4189e-01               1
     -2.5174e-01      8.4948e-01      2.3214e+00               1
      2.4864e+00     -4.6534e-01     -5.8422e-01               0
     -1.2111e+00      6.6641e-01     -6.4622e-01               0
     -1.8277e+00      1.1221e+00     -6.3821e-01               0
      3.9282e-01      5.6867e-01      2.4178e+00               1
      4.6278e-01      1.5262e+00     -5.0872e-02               1
     -2.2839e+00     -8.6053e-01      1.6356e+00               1
      3.8783e-01      1.1537e+00     -4.7384e-01               1
      5.0275e-01      1.2489e+00      2.5959e+00               1
      2.7291e-01      9.3730e-01     -5.2683e-01               0
      2.4514e+00      6.5507e-01     -4.9236e-01               0
     -1.3315e+00     -6.4240e-01     -6.2131e-01               0
     -1.2446e+00     -5.4714e-01     -6.2409e-01               0
      3.1788e-01      3.9303e-01     -3.8864e-01               1
      2.1516e+00      1.3251e+00     -5.8771e-01               0
      3.2287e-01      1.2117e+00      2.3971e+00               1
     -1.3780e+00      1.0095e+00     -6.4630e-01               0
     -1.4149e+00     -1.4055e+00     -6.4792e-01               0
      4.5778e-01     -2.5854e-01      3.1482e-01               1
     -8.6982e-01     -3.2653e-01     -6.5483e-01               0
      5.1274e-01      1.0942e-02     -4.1466e-01               1
      5.3773e-01     -1.2883e+00     -5.4754e-01               0
     -1.0947e+00     -1.1598e+00     -5.5241e-01               0
      7.2260e-01      1.3906e+00     -4.4401e-01               1
      5.4772e-01      9.2034e-02     -2.2618e-01               1
      5.1274e-01      1.1285e+00      1.1827e+00               1
     -1.3830e+00     -4.8057e-01     -6.7819e-01               0
      3.8283e-01     -2.9926e-01      2.1487e-01               1
      3.8283e-01      3.8913e-01      5.8598e-02               1
      2.1117e+00     -9.6354e-02     -6.4903e-01               0
      1.9118e+00     -1.4570e+00     -6.7869e-01               0
      4.7277e-01      4.7448e-01      2.3983e+00               1
     -1.5533e+00     -1.3389e-01     -5.3905e-01               0
      4.3779e-01      1.6505e+00     -5.4972e-01               0
      4.7777e-01     -6.6609e-02      3.4259e-01               1
     -1.4694e+00     -1.5963e+00     -6.0386e-01               0
      4.1781e-01     -1.9728e-01     -2.5488e-02               1
      3.1288e-01      3.8099e-01     -2.1706e-01               1
     -1.3315e+00      1.0676e+00     -5.0414e-01               0
      4.9276e-01     -7.3978e-01     -5.7359e-01               0
      3.2787e-01     -7.1357e-01     -5.8474e-01               0
      3.7284e-01      1.3063e-01     -5.7728e-01               0
      1.3871e+00     -8.1981e-01     -4.8392e-01               0
      4.0282e-01      1.3063e+00      2.3587e+00               1
      5.0275e-01     -5.5985e-02     -3.5810e-01               1
      4.0282e-01      1.2719e+00     -3.1836e-01               1
      5.8269e-01     -7.9467e-01     -2.8727e-01               1
      3.9282e-01      4.1605e-01     -3.3817e-02               1
      3.9782e-01      4.9360e-01      6.9308e-02               1
      4.6278e-01      7.2448e-01     -5.3044e-01               1
      3.2787e-01      1.4929e+00      5.3839e-02               1
      4.3779e-01      1.2836e+00      2.5617e+00               1
      4.0781e-01      7.5529e-01     -1.7581e-01               1
      4.3779e-01      1.8042e+00      1.4149e-01               1
      4.8276e-01      9.9042e-01      9.1136e-01               1
      4.2780e-01      1.0195e+00     -2.3372e-01               1
      4.1281e-01      1.3275e+00     -4.9962e-01               1
     -1.3830e+00      1.6909e+00     -5.2033e-01               0
     -1.4099e+00     -6.6255e-02     -6.1830e-01               0
      4.6278e-01      9.3093e-01      4.5906e-02               1
      3.7783e-01      9.8794e-01      7.7240e-02               1
     -1.4924e+00     -1.2430e+00     -5.6102e-01               0
      3.9782e-01      1.4430e+00      2.1961e+00               1
     -1.3145e+00     -7.4261e-01     -5.6669e-01               0
     -1.6348e+00     -1.5493e+00     -6.5629e-01               0
     -1.5963e+00      7.5104e-01     -6.2456e-01               0
      4.8276e-01      1.3524e-01     -2.1521e-02               1
      4.5778e-01      8.2611e-01      3.6718e-01               1
      3.5785e-01      1.6129e+00      2.3550e-01               1
      4.7277e-01     -1.7387e-02      3.8370e-02               1
      7.3042e-02     -6.7317e-02     -2.4324e-01               1
      9.9242e-01     -7.4474e-01     -6.6651e-01               0
      3.5285e-01      1.7018e+00      2.0457e+00               1
      3.6284e-01      2.7901e-01     -1.7224e-01               1
      4.5778e-01      7.9141e-01      1.1492e-01               1
      3.9782e-01     -1.6009e-01     -2.6148e-01               1
      1.1801e-01      1.7298e+00     -5.9335e-01               1
      1.6298e-01      2.5351e-01      4.5602e-01               1
      2.4065e+00     -6.9941e-01     -6.0699e-01               0
      3.2787e-01      5.1095e-01      2.1572e+00               1
      3.6284e-01     -1.1286e+00      1.6919e+00               1
     -2.0130e+00     -8.9169e-01     -6.7766e-01               0
     -1.4354e+00     -5.9459e-01     -6.3380e-01               0
     -1.3650e+00     -3.6477e-01     -4.1625e-01               0
      6.1767e-01     -1.6172e+00      1.8799e-03               1
      3.2287e-01      8.6542e-01      3.1231e-02               1
      4.6777e-01      7.2271e-01      1.6562e+00               1
      4.9276e-01     -1.6239e+00      1.8235e-01               1
     -1.5234e+00      3.0064e-02     -5.9156e-01               0
     -1.1516e+00     -9.0763e-01     -6.0001e-01               0
      4.1281e-01      2.1916e-01     -1.9207e-01               1
      3.3786e-01      5.5946e-01      2.3575e+00               1
      2.6291e-01      9.0012e-01     -9.6882e-02               1
      5.0275e-01      4.5678e-03     -5.6685e-01               0
     -1.3095e+00      8.6719e-01     -6.1286e-01               0
      4.0781e-01      2.5705e-01     -4.3450e-01               1
      4.1781e-01      9.4155e-01      1.4484e+00               1
     -1.2850e+00     -9.6676e-01     -5.7308e-01               0
     -1.0882e+00     -2.8616e-01     -6.5728e-01               0
      3.1788e-01      5.0174e-01     -5.9041e-01               1
      1.0324e+00      1.2284e-01     -6.3809e-01               0
      3.7284e-01     -1.1675e+00      1.7673e+00               1
      4.3779e-01     -1.0542e+00     -3.3641e-01               1
      3.8783e-01      1.2638e-01     -6.1520e-01               0
     -1.2461e+00     -4.6180e-01     -5.4635e-01               0
      2.9289e-01      1.2826e+00      1.4176e-02               1
     -1.5519e+00     -1.0348e+00     -5.6051e-01               0
      4.2780e-01      1.1522e+00     -6.3848e-01               1
      2.3793e-01     -3.5096e-01      2.9339e-04               1
      2.2466e+00     -1.6359e+00     -5.1057e-01               0
      3.2287e-01      4.7377e-01      1.5618e+00               1
      2.3565e+00     -1.6028e+00     -6.4424e-01               0
      9.3028e-02     -6.7816e-01     -5.6864e-01               0
     -9.3227e-01     -1.5469e+00     -5.6031e-01               0
     -1.2850e+00      3.4275e-01     -6.4059e-01               0
      4.5778e-01      8.1090e-03     -6.3368e-01               0
      5.6271e-01      2.3191e-01     -4.1633e-01               1
      1.7019e+00     -8.9771e-01     -5.6681e-01               0
      2.2794e-01      1.3860e+00     -4.5183e-01               1
     -1.1686e+00     -1.2607e+00     -6.3801e-01               0
      4.1281e-01      1.5797e+00     -4.5730e-01               1
     -4.0163e-01     -9.1754e-01     -5.9462e-01               0
     -1.9178e-01      1.6006e+00     -3.2808e-01               1
      1.5720e+00     -1.6236e+00     -6.2547e-01               0
     -1.6018e+00     -1.6050e+00     -6.3801e-01               0
      2.2516e+00     -1.6514e+00     -5.0855e-01               0
     -1.9596e+00      6.1934e-02     -6.2147e-01               0
     -1.1781e+00      1.3003e+00     -6.7274e-01               0
      2.1716e+00      1.0924e+00     -5.7157e-01               0
      5.6271e-01      6.3418e-01     -5.8184e-01               0
      2.3793e-01     -1.0748e+00     -2.8528e-01               1
     -1.2965e+00     -7.0862e-01     -6.0116e-01               0
      4.3779e-01     -5.3153e-02     -1.6828e-01               1
      3.6284e-01      1.4905e-01     -2.5395e-01               1
      4.6278e-01     -2.0011e-01     -4.5369e-01               1
      3.5285e-01      1.0807e+00     -5.8502e-01               0
      4.6278e-01      7.3971e-01     -1.1711e-01               1
     -1.3060e+00     -2.9395e-01     -6.6642e-01               0
      4.6278e-01      1.6873e+00      2.3986e-01               1
     -9.7374e-01     -1.2961e+00      2.2306e+00               1
      4.4279e-01      5.3963e-01     -5.5162e-01               0
      1.8069e+00     -2.0046e-01     -4.8062e-01               0
      5.4272e-01      8.6719e-01     -2.5157e-01               1
     -1.0657e+00      3.8064e-01     -6.5268e-01               0
      3.3786e-01      6.6180e-01     -5.6784e-01               0
      1.8080e-02      1.0988e+00      2.0892e-01               1
      6.7763e-01     -1.1640e+00      1.2533e+00               1
     -1.0247e+00     -1.5812e+00     -6.8019e-01               0
      2.3515e+00     -1.5407e+00     -5.4992e-01               0
      4.1781e-01      1.0729e+00     -5.8736e-01               0
     -1.2061e+00     -9.3242e-01     -6.3682e-01               0
     -1.0037e+00      1.6933e+00      1.4361e+00               1
      4.3779e-01      1.1069e+00     -3.7821e-01               1
     -1.2041e+00     -1.0762e+00      2.4820e+00               1
      5.1274e-01      5.1343e-01      2.5602e+00               1
      3.4286e-01      1.0035e+00      2.4660e-01               1
      7.6257e-01      1.4681e+00     -3.2637e-01               1
      3.2287e-01      8.9268e-01     -4.9613e-01               1
      2.9289e-01      1.2004e+00      4.5087e-01               1
      5.3773e-01     -1.2883e+00     -5.4754e-01               0
      4.6777e-01      1.3027e+00      9.8434e-01               1
      1.2922e+00     -4.5967e-01     -6.4170e-01               0
      3.5285e-01     -1.2476e+00     -1.0085e-01               1
      6.0768e-01     -1.3446e+00      7.5257e-02               1
      4.2780e-01     -1.4451e-01      1.1373e-01               1
      4.3280e-01     -7.4013e-01      2.5316e+00               1
     -7.4140e-01     -6.1088e-01     -6.3900e-01               0
     -1.2311e+00     -1.3647e+00     -6.6864e-01               0
      4.2780e-01      1.2072e-01     -6.2325e-01               0
      4.8776e-01     -9.9509e-01      1.1961e+00               1
      3.7284e-01     -6.1301e-01     -6.5518e-01               0
     -1.0522e+00      1.3870e+00      2.2036e+00               1
      2.2794e-01      7.5670e-01      2.3622e+00               1
     -1.2860e+00     -7.5108e-02     -6.1699e-01               0
     -1.2975e+00     -8.9523e-01     -6.6158e-01               0
