        f_mass4l     f_D_bkg_kin         target
     -7.6865e-02     -3.2927e-03               0
      3.5756e-01      7.9018e-01               1
      3.7708e-01      1.0239e+00               1
      1.6231e-01      3.4378e-01               1
     -4.0390e-01     -5.7567e-01               0
      4.3077e-01     -6.8166e-01               1
      3.2339e-01      1.2861e+00               1
     -1.3777e+00      1.3896e+00               0
      2.3553e-01     -1.3442e+00               1
     -1.4929e+00     -1.1393e+00               0
     -1.2825e+00     -1.5081e+00               0
      1.0019e+00     -1.5785e+00               0
      4.1125e-01      1.6945e+00               1
      3.7708e-01      1.2913e+00               1
     -1.2718e+00      6.7246e-02               0
      3.6732e-01     -8.9974e-02               1
      4.6494e-01      6.7121e-01               1
      3.3315e-01      7.1648e-01               1
      2.3149e+00      1.7639e-01               0
     -1.4309e+00     -5.8409e-01               0
      1.1288e+00      2.5289e-01               0
     -1.2840e+00     -1.0217e+00               0
      3.1851e-01     -1.2354e+00               0
      4.5164e-02      1.3218e+00               1
      3.7708e-01     -1.5314e-01               1
      1.2814e-01      1.5107e+00               1
      9.5306e-01      1.2450e+00               1
     -1.2474e+00     -1.3433e+00               0
     -7.6023e-01      7.5317e-02               1
      4.1613e-01     -2.0578e-01               1
      1.2814e-01      2.0166e-01               0
      3.3803e-01      1.1362e+00               1
      2.7946e-01     -1.4310e+00               0
      4.6982e-01     -2.2263e-01               1
      1.0507e+00     -1.4197e+00               0
      2.0123e+00     -9.0064e-01               0
      3.4779e-01      2.5745e-01               1
     -1.0014e+00     -1.3151e+00               0
     -1.3416e+00     -1.0038e+00               0
     -1.1122e+00     -1.5007e+00               0
      3.7708e-01     -2.1000e-01               1
      2.9410e-01     -2.6860e-01               1
      3.8196e-01     -4.0336e-01               1
      3.0386e-01      8.1334e-01               1
      4.3566e-01      6.8209e-01               1
      2.0136e-01      8.3334e-01               1
      1.8672e-01      1.3187e+00               1
      3.6732e-01      5.3434e-01               1
     -1.5109e+00      1.5287e-01               0
     -4.9664e-01     -2.3351e-01               1
      4.2101e-01      9.7777e-02               1
      2.5017e-01      8.9756e-01               1
     -1.2391e+00     -6.8973e-01               0
     -1.7345e+00     -1.1207e+00               0
     -1.2352e+00      2.8623e-01               0
     -1.3123e+00     -5.5933e-02               0
     -6.8701e-01     -8.6169e-01               1
      3.2827e-01     -1.9069e-01               1
      4.0637e-01      1.3243e+00               1
      1.6231e-01      1.4752e+00               1
     -1.3460e+00     -1.6362e+00               0
      3.6244e-01      1.5064e+00               1
      4.2101e-01      9.8740e-01               1
      3.9661e-01     -1.9666e-01               1
      3.9173e-01      1.5068e+00               1
      5.2840e-01      9.8319e-01               1
     -1.6032e+00     -1.3824e+00               0
      2.3247e+00      2.0692e-01               0
     -1.1986e+00     -5.0162e-01               0
      3.9661e-01      1.6194e+00               1
     -1.1771e+00     -6.2937e-01               0
      4.0637e-01      1.2492e+00               1
     -1.1971e+00     -1.3060e+00               0
     -1.2610e+00     -1.4658e+00               0
      3.9661e-01      5.8804e-01               1
      4.5030e-01     -2.4404e-01               1
      3.2339e-01      1.5636e+00               1
      2.6482e-01      4.5117e-01               1
     -1.4778e+00     -4.8899e-01               0
      6.2602e-01     -1.0182e+00               0
     -1.3054e+00      4.9750e-01               0
     -1.3128e+00      4.2520e-01               0
      2.7458e-01      9.8846e-01               1
     -1.1737e+00     -1.3664e+00               0
      2.6970e-01      2.7500e-01               1
      1.4021e+00     -1.5595e-01               0
      2.3735e+00     -1.5719e+00               0
      2.2089e-01      1.1355e+00               0
     -3.5997e-01     -5.6269e-01               0
     -1.3372e+00      4.0099e-01               0
      1.2362e+00     -1.3714e+00               0
      2.3247e+00      7.1016e-01               0
      1.3094e+00      6.7472e-01               1
      4.1613e-01      9.7477e-01               1
      2.8922e-01     -6.3954e-01               1
     -1.2376e+00     -1.4835e+00               0
      5.2840e-01     -1.1624e+00               0
     -2.6723e-01     -9.5363e-01               0
      1.8561e+00     -1.6340e+00               0
      3.2339e-01     -6.3954e-01               1
      1.0263e+00      1.4956e-02               0
      2.7946e-01     -2.4790e-01               1
      1.3875e+00     -3.1879e-01               0
     -1.0615e-01     -3.5458e-01               0
     -1.2210e+00     -1.1031e+00               0
     -1.3318e+00     -6.0550e-01               0
     -9.5157e-01     -1.5156e+00               0
     -1.3294e+00     -1.1698e+00               0
     -1.3889e+00      4.2329e-02               0
      2.3065e-01      5.8277e-01               0
     -1.4363e+00     -1.5088e+00               0
      3.5756e-01     -7.1024e-02               1
      3.4291e-01      1.3275e+00               1
      3.8196e-01      1.6945e+00               1
     -1.2742e+00      2.4658e-01               0
     -1.3748e+00     -1.0175e+00               0
      4.4054e-01      2.8623e-01               1
     -1.1297e+00      9.3582e-01               0
      3.4779e-01     -8.5818e-01               1
      5.1375e-01      4.8942e-01               1
      2.7946e-01     -4.3846e-01               1
      5.5768e-01     -1.2333e+00               1
     -1.3113e+00     -5.9954e-01               0
      4.1613e-01     -1.8403e-01               1
      3.3315e-01     -3.9915e-01               1
      4.1125e-01      7.7053e-01               1
      3.0875e-01      9.2178e-01               1
     -1.3562e+00     -2.7316e-01               0
      4.7959e-01     -1.5841e-01               1
      1.5743e-01      1.1513e+00               1
      3.9661e-01      1.6566e+00               1
      4.3566e-01      1.1755e+00               1
      1.9293e+00     -8.9327e-01               0
     -1.3284e+00     -1.4437e-01               0
     -1.2898e+00     -1.5333e+00               0
      3.1851e-01     -4.0161e-01               1
      3.2827e-01      1.9674e-01               1
      2.5993e-01     -3.5704e-01               1
     -1.3391e+00     -1.2688e+00               0
      3.5268e-01      7.8316e-01               1
      3.5268e-01      2.6939e-01               1
      4.2101e-01      1.4963e+00               1
     -1.2112e+00     -1.2991e+00               0
      2.5505e-01      5.6488e-01               1
     -1.2723e+00     -1.4658e+00               0
     -1.8473e+00     -1.5879e+00               0
      4.1613e-01      1.0267e+00               1
      4.5518e-01      9.3512e-01               1
     -1.5251e+00     -1.1403e+00               0
      9.9211e-01      1.7570e+00               1
     -1.3840e+00     -1.1208e-01               0
      4.4054e-01     -1.3080e+00               1
      2.8434e-01      9.2424e-01               1
     -9.2228e-01      5.2662e-01               1
     -1.0101e+00     -7.7185e-01               0
     -1.3684e+00      4.3152e-01               0
     -1.7775e+00     -8.6941e-01               0
      4.5518e-01     -1.1596e+00               1
      3.4779e-01     -9.3133e-02               0
      3.4779e-01      8.5495e-02               1
     -1.2771e+00     -5.3005e-01               0
     -1.2786e+00     -8.3537e-01               0
      5.4304e-01      1.6079e+00               1
      5.7721e-01      1.2983e+00               1
      2.8922e-01      2.8027e-01               1
     -6.8213e-01      7.1227e-01               0
     -1.3177e+00     -9.7609e-01               0
      4.4054e-01      6.7948e-02               1
     -1.3958e+00     -3.8687e-01               0
     -1.3870e+00     -8.9152e-01               0
      2.6482e-01      1.2801e+00               1
     -1.4270e+00     -1.2579e+00               0
      2.5993e-01      8.3389e-02               1
     -1.2171e+00     -1.6110e+00               0
     -1.6852e+00     -4.0091e-01               0
     -1.2835e+00      2.1429e-01               0
     -1.4407e+00     -1.2225e+00               0
     -1.3294e+00      1.0269e-01               0
      2.4565e+00     -1.4735e+00               0
     -1.3059e+00     -1.2600e+00               0
      3.2339e-01      1.7546e+00               1
      3.0875e-01      5.6909e-01               1
      1.7340e+00     -1.1565e+00               0
     -1.4270e+00     -1.4788e-01               0
      2.6970e-01      7.5864e-03               1
      3.5268e-01      6.1050e-01               1
      8.2127e-01     -1.3979e+00               0
      3.4779e-01      1.7289e+00               1
      3.9173e-01      4.0099e-01               1
      2.1685e+00     -1.5257e+00               0
      4.1613e-01      1.2653e+00               1
     -1.0765e+00     -1.4879e+00               0
      4.1125e-01      5.5821e-01               1
     -1.2791e+00     -1.4868e+00               0
     -8.1746e-02     -2.1315e-01               1
     -1.2137e+00     -1.4538e+00               0
      2.3553e-01      1.4268e+00               1
      3.5756e-01      1.2197e+00               1
     -1.6300e+00     -2.1892e-02               0
      3.1851e-01     -9.1749e-01               1
      1.8756e+00     -1.1916e+00               0
      2.5993e-01      5.5329e-01               1
      2.5505e-01      7.4982e-01               1
      9.3841e-01     -9.1117e-01               0
      3.5268e-01      1.0558e+00               1
      2.9898e-01      1.5486e+00               1
     -1.3094e+00     -1.4051e-01               0
     -1.4446e+00      3.8800e-01               0
     -1.3382e+00     -5.6339e-01               0
      2.2368e+00     -5.5321e-01               0
     -1.3826e+00     -1.1502e+00               0
     -1.2259e+00     -1.2235e+00               0
      4.8935e-01     -1.5796e+00               0
      3.9173e-01      1.7152e+00               1
     -1.2952e+00     -3.9599e-01               0
      1.8707e+00      1.2239e+00               0
      1.9293e+00      8.2422e-01               0
      3.7708e-01      1.7254e+00               1
      4.3077e-01     -8.0975e-01               1
      2.9898e-01      7.6982e-01               1
      1.9683e+00     -1.6238e+00               0
      4.1125e-01      7.0104e-01               1
      6.1138e-01      1.0439e+00               1
     -1.0692e+00      5.0311e-01               0
     -1.5158e+00     -6.4200e-01               0
     -7.2606e-01     -1.0379e+00               0
      3.9173e-01      1.6693e+00               1
      3.0386e-01      1.2011e+00               1
      2.1112e-01      1.4401e+00               1
      2.0171e+00      2.7044e-01               0
      2.7946e-01      1.5945e+00               1
     -1.5617e+00      4.1748e-01               0
     -1.2986e+00     -1.0765e+00               0
      8.7496e-01     -2.2473e-01               0
      3.2827e-01      1.4647e+00               1
      3.9661e-01      6.4875e-01               1
      2.9410e-01      8.1720e-01               1
     -1.3191e+00     -1.5563e+00               0
     -1.2415e+00     -1.5925e+00               0
      1.9648e-01      1.6356e+00               1
     -1.7937e-01     -1.0073e+00               0
      2.8922e-01     -1.2102e+00               1
      2.6482e-01      7.2982e-01               1
     -1.2234e+00     -1.4861e+00               0
      4.2589e-01      4.3678e-01               1
      4.1613e-01     -1.1126e+00               1
      2.2089e-01      9.6354e-01               0
      4.1125e-01      1.4801e+00               1
      4.9911e-01      4.9960e-01               1
      1.9732e+00     -1.1670e+00               0
     -1.3626e+00      1.1215e+00               0
     -1.2142e+00      1.0611e+00               0
      3.2827e-01      7.4456e-01               1
     -1.3196e+00      7.1402e-01               0
     -1.1844e+00     -5.5076e-01               1
      4.2101e-01      2.3730e-02               1
      4.1125e-01     -3.7143e-01               1
      4.1613e-01     -5.7778e-01               1
      3.2339e-01      9.7091e-01               1
     -1.4231e+00     -3.7283e-01               0
     -1.8019e+00      1.5247e+00               1
     -6.9677e-01      4.6170e-01               0
      3.8196e-01      8.9265e-01               1
      1.3143e+00      1.0772e+00               0
      3.6732e-01      1.6686e+00               1
      2.7946e-01      3.5607e-01               1
      9.9211e-01     -8.0097e-01               1
      3.7220e-01     -9.0836e-01               1
      1.3302e-01      9.4284e-01               1
     -1.4568e+00     -1.3993e+00               0
      3.5401e-02     -1.2081e+00               1
     -8.0904e-01      1.3482e+00               1
      1.6462e+00      1.4384e+00               0
     -7.3582e-01      5.8663e-01               0
      3.2827e-01     -6.8201e-01               1
      3.1363e-01      1.6819e+00               1
      2.1112e-01      1.1015e+00               1
      2.7946e-01      7.3087e-01               1
      4.5518e-01     -9.5188e-01               1
      4.5030e-01      5.0100e-01               1
      8.0174e-01      4.6942e-01               0
     -1.2742e+00     -6.7639e-01               0
      2.9410e-01      8.0000e-01               1
      3.8196e-01      8.6177e-01               1
      1.3338e+00      1.4728e+00               0
      2.8434e-01     -3.2194e-01               1
     -1.2942e+00     -1.5714e+00               0
      5.3816e-01     -6.5920e-01               1
      1.6364e+00     -1.6041e+00               0
     -1.7218e+00      8.5495e-02               0
      1.9146e+00     -1.5958e+00               0
     -6.9677e-01      6.8560e-01               0
      2.1392e+00     -9.8206e-01               1
      2.9898e-01      1.4173e+00               1
      3.6244e-01      4.3152e-01               1
      3.5756e-01      5.4943e-01               1
      7.1388e-01     -1.1628e+00               0
     -1.3250e+00     -1.1238e+00               0
     -1.3391e+00      1.2583e+00               0
      4.2589e-01      1.0221e+00               1
      4.9423e-01     -1.1052e+00               1
      3.4779e-01      2.9676e-01               1
     -1.6135e+00     -5.2022e-01               0
      8.0662e-01     -1.2035e+00               0
      1.5974e+00     -1.1807e+00               0
     -1.2976e+00     -2.5527e-01               0
      4.0149e-01     -6.6972e-01               1
      2.2856e+00     -1.0312e+00               0
     -1.3279e+00     -1.5848e+00               0
      1.4656e+00     -1.6999e-01               0
      5.2352e-01     -1.0296e-01               0
     -1.1834e+00     -1.5923e+00               0
     -1.3538e+00      5.0978e-01               0
     -1.2332e+00     -1.1456e+00               0
      4.0637e-01     -3.7599e-01               1
      7.4451e-02     -8.9854e-01               0
      8.4213e-02      1.6882e+00               1
      3.9173e-01      6.9718e-01               1
      4.3077e-01      1.3548e+00               1
     -1.4719e+00     -1.2035e+00               0
      3.7220e-01      1.2018e+00               1
     -2.6723e-01      6.1331e-01               1
      3.1363e-01      1.7988e+00               1
     -1.4797e+00      5.0557e-01               0
     -1.2620e+00      3.2152e-02               0
     -1.5886e+00      8.9004e-02               0
     -1.2322e+00      5.3154e-01               0
     -1.2249e+00      2.4622e-01               0
      2.1733e+00      2.1183e-01               0
     -1.2186e+00     -1.2365e+00               0
      3.5268e-01      1.0515e-01               1
      1.5437e+00      1.3568e-01               0
      3.9173e-01     -4.0161e-01               1
      5.1375e-01     -4.8022e-01               1
      4.5518e-01      1.1366e+00               1
      2.7458e-01      1.1397e+00               1
     -1.3289e+00     -2.6930e-01               0
      1.7926e+00     -9.1573e-01               0
     -1.3255e+00     -9.6662e-01               0
      3.5756e-01      4.1276e-02               1
      3.7708e-01      3.9713e-01               1
      2.4467e+00      3.9853e-01               0
      4.3077e-01     -6.5955e-01               1
     -1.4978e+00      1.8692e-01               0
     -1.2664e+00     -1.1547e+00               0
      1.1727e+00     -1.4838e+00               0
      4.4542e-01     -6.2796e-01               0
      1.3045e+00     -1.5519e+00               0
     -1.5339e+00     -1.1765e+00               0
      3.6244e-01      2.7395e-01               1
      5.0045e-02     -6.5463e-01               0
      2.3344e+00     -1.4809e+00               0
      2.4041e-01     -9.5679e-01               1
      3.1363e-01      4.6486e-01               1
      3.0386e-01      1.0267e+00               1
      3.6244e-01      5.7069e-02               1
      3.2339e-01     -4.5214e-01               1
      3.0386e-01      1.4791e+00               1
     -1.1883e+00     -3.0334e-01               0
      3.2827e-01      1.6598e+00               1
      3.7220e-01      5.4733e-01               1
      6.6507e-01     -7.9325e-01               0
      4.3566e-01      9.5407e-01               1
      4.0149e-01     -9.2486e-01               1
      3.0875e-01      7.8316e-01               1
      1.2801e+00     -9.5855e-01               0
      4.1613e-01      6.4770e-01               1
      3.6732e-01      1.5679e+00               1
     -7.8463e-01     -3.6335e-01               0
     -1.2298e+00     -7.8553e-01               0
      4.7470e-01     -3.4125e-01               1
      9.7746e-01      5.8067e-01               0
      3.3315e-01      1.0309e+00               1
      2.3553e-01      1.6714e+00               1
     -1.5578e+00      1.0334e+00               0
     -1.2313e+00     -1.5818e+00               0
      1.8658e+00      1.1615e+00               0
      3.0875e-01     -5.5286e-01               1
      3.5756e-01      1.5805e+00               1
      4.0149e-01      8.4422e-01               1
      1.3582e+00      5.3891e-01               0
      4.2589e-01     -1.3240e+00               0
      2.3442e+00     -1.5420e-01               0
     -1.1429e+00     -2.6685e-01               0
      3.0875e-01      7.3122e-01               1
     -1.4441e+00     -1.5610e+00               0
      4.5518e-01      1.2973e+00               1
      3.7708e-01      8.6633e-01               1
      4.7470e-01      2.7430e-01               1
      4.2589e-01     -6.0515e-01               1
      4.0637e-01      1.0165e+00               1
      4.0149e-01      4.5187e-01               1
      2.6970e-01      8.1545e-01               1
      3.7708e-01      3.0483e-01               1
      2.1112e-01      1.0129e-01               0
      3.4779e-01      8.6563e-01               1
      4.2589e-01     -7.5044e-01               1
      3.3803e-01      1.8012e+00               1
      3.2827e-01      1.6521e+00               1
     -9.2033e-01     -1.2066e-02               0
      2.4809e+00      9.3917e-02               0
     -1.1151e+00     -1.5478e+00               0
      4.2101e-01      1.8797e-01               1
     -1.2088e+00      3.6975e-01               0
     -2.3172e-02      1.3334e+00               1
     -1.3264e+00     -5.9848e-01               0
      2.5017e-01     -1.5349e-01               1
      8.0174e-01     -1.3950e+00               0
      3.3315e-01      1.0565e+00               1
      3.5268e-01      1.2432e+00               1
     -1.4929e+00     -3.9985e-01               0
      7.4805e-01      8.3389e-02               1
     -1.8121e+00     -1.5516e+00               0
      2.5993e-01     -1.2351e+00               0
      3.1851e-01      9.6424e-01               1
     -8.0416e-01     -3.7178e-01               0
      3.1851e-01      2.3815e-01               1
      3.5756e-01      7.4105e-01               1
      3.0875e-01      8.8633e-01               1
      3.1363e-01     -1.1874e+00               1
      5.2352e-01     -5.1110e-01               0
      4.3077e-01      1.7023e+00               1
     -1.3855e+00      2.0166e-01               0
      1.5681e+00      3.5396e-01               1
      4.2589e-01      1.6745e+00               1
     -1.3743e+00     -7.1675e-01               0
      2.3553e-01     -1.3231e+00               0
      3.7220e-01      1.4692e+00               1
     -2.7699e-01     -2.5105e-01               0
      9.6770e-01      6.8209e-01               0
      2.9898e-01      1.1313e+00               1
      3.0875e-01      8.0843e-01               1
      3.3315e-01      1.2460e+00               1
      2.0611e+00     -2.4965e-01               0
      4.5030e-01      3.0397e-02               1
     -1.3250e+00     -6.8201e-01               0
      2.4529e-01      1.6093e+00               1
      4.6982e-01      6.3682e-01               1
     -1.5153e+00     -1.2575e+00               0
      2.2173e+00     -1.6301e+00               0
      1.0312e+00      5.8312e-01               0
      6.0161e-01      1.8037e+00               1
     -1.5573e+00     -9.6642e-02               0
      3.9661e-01      1.5401e+00               1
      2.5017e-01     -2.9948e-01               1
      3.8196e-01     -8.1887e-01               1
     -1.2064e+00     -1.5623e+00               0
     -1.2254e+00     -1.2761e+00               0
     -1.5105e+00     -1.6178e+00               0
      1.4767e-01     -7.8744e-02               1
      2.5017e-01      5.5314e-02               1
      4.0637e-01      8.3510e-01               1
      1.9830e+00      1.3440e+00               0
      7.9332e-02     -8.2484e-01               0
      4.4054e-01     -3.5579e-02               0
      5.8697e-01     -3.8020e-01               1
     -1.3421e+00     -1.5051e+00               0
      9.5794e-01      6.9578e-01               0
      2.8922e-01      1.2103e+00               1
      3.1851e-01      1.7395e+00               1
      7.2364e-01     -3.7529e-01               0
      3.6732e-01      1.1948e+00               1
     -1.2151e+00     -2.6650e-01               0
      2.8922e-01      9.5442e-01               1
     -1.3923e+00     -2.0964e-01               0
     -1.3572e+00      1.8254e+00               0
     -1.2317e+00     -6.0164e-01               0
     -1.3391e+00     -1.4628e+00               0
     -1.3025e+00     -1.2242e+00               0
     -1.3562e+00     -2.7316e-01               0
     -1.3367e+00     -1.2435e+00               0
     -1.1746e+00     -1.1400e+00               0
      1.1629e+00     -1.0807e+00               0
      4.3077e-01     -1.8052e-01               1
      2.8922e-01     -2.2789e-01               1
      4.6006e-01     -1.5797e+00               1
      3.8684e-01      1.4250e+00               1
     -2.6723e-01      6.4384e-01               1
      3.2827e-01      1.7581e+00               1
     -6.1379e-01     -1.4915e+00               1
      3.6732e-01      7.3684e-01               1
      3.1363e-01      1.4843e+00               1
      3.5268e-01      1.7149e+00               1
      4.6982e-01     -2.2087e-01               1
      4.4542e-01      5.5996e-01               1
      2.9410e-01      2.4482e-01               1
      4.0637e-01      7.8842e-01               1
     -1.1990e+00     -7.5395e-01               0
      3.7708e-01     -1.3018e+00               1
      2.2089e-01      5.2506e-02               1
      7.9332e-02      5.2873e-01               0
     -1.2322e+00      2.6202e-01               0
      4.0637e-01      2.8763e-01               1
     -6.6260e-01      9.9337e-01               0
     -1.2568e-01      3.0659e-01               0
      2.2807e+00     -4.9847e-01               0
      3.8684e-01     -6.8060e-01               1
      3.4291e-01     -1.2366e-01               1
     -2.1167e+00      2.3028e-02               0
     -5.5034e-01     -2.9738e-01               0
     -1.2332e+00     -1.6098e+00               0
      3.5268e-01     -6.5323e-01               1
      4.2589e-01     -7.5746e-01               1
     -1.2547e+00     -1.5364e+00               0
      1.7829e+00     -7.4202e-01               0
      3.0875e-01      1.1502e+00               1
      4.1613e-01      7.0876e-01               1
      3.0875e-01      1.5331e+00               1
      2.7946e-01     -1.1723e+00               0
     -2.1162e+00     -4.7601e-01               0
      4.3077e-01      2.3640e-01               1
      1.9635e+00     -1.0459e+00               0
      1.4279e-01      7.4456e-01               1
     -1.3621e+00      4.6767e-01               0
      3.8684e-01      1.6142e+00               1
      2.1600e-01      1.3524e+00               1
     -1.0716e+00     -7.4061e-01               0
      3.2339e-01      8.3089e-01               1
      4.3566e-01     -1.8859e-01               1
     -1.5729e+00     -1.4203e+00               0
      2.6970e-01      1.1151e+00               1
      2.5993e-01      8.9862e-01               1
      3.9661e-01      4.5714e-01               1
     -1.4568e+00      3.3080e-01               0
     -1.3382e+00     -2.2945e-02               0
      3.0875e-01      1.2113e+00               1
      3.2827e-01      4.1222e-01               1
     -1.2171e+00     -3.6862e-01               0
      3.2339e-01     -2.2228e-01               1
     -7.6511e-01     -4.3916e-01               1
      1.4279e-01      3.0553e-01               1
      1.0995e+00      6.5472e-01               0
      2.5993e-01      1.8170e+00               1
      1.8672e-01      2.6272e-01               1
      1.4314e+00      4.6100e-01               0
      2.0952e+00     -1.1091e+00               0
      4.0637e-01     -8.4414e-01               0
     -1.2308e+00     -6.7990e-01               0
      8.4079e-01      4.0590e-01               0
      1.1727e+00     -9.1187e-01               0
      9.1889e-01      1.6275e+00               0
      3.9661e-01      1.0776e+00               1
      2.4529e-01      1.4742e+00               1
      3.2827e-01     -6.1002e-03               1
      1.5534e+00      1.2257e+00               0
      4.7470e-01      1.6844e+00               1
      4.7470e-01      1.2973e+00               1
     -1.5984e-01      1.5036e+00               0
      2.5017e-01      1.0330e+00               1
      3.3315e-01      5.6066e-01               1
     -1.3216e+00      1.0374e-01               0
      4.6006e-01      1.1664e+00               1
     -1.2884e+00     -1.4709e+00               0
      1.6462e+00     -1.1688e+00               0
      3.6244e-01     -3.7108e-01               1
      2.7946e-01     -1.3154e+00               1
      7.7245e-01     -8.7292e-01               0
      3.3315e-01     -4.2758e-01               1
      7.0412e-01      7.3192e-01               1
      4.5030e-01      1.1660e+00               1
     -1.1658e+00     -8.8204e-01               0
      3.8684e-01     -1.2960e+00               1
      2.0136e-01      1.1492e+00               1
     -1.2234e+00     -1.0612e-01               0
     -9.8183e-01     -5.4881e-02               0
     -3.2580e-01     -6.1217e-01               0
      1.6315e+00     -6.2250e-02               1
      4.8935e-01     -8.6098e-01               1
      3.7220e-01      1.6380e+00               1
     -6.5772e-01      1.7569e-01               0
      4.3566e-01      1.5693e+00               1
     -5.3081e-01      1.6375e-01               0
      2.5505e-01      1.7805e+00               1
      3.9661e-01     -6.9639e-01               1
      2.5993e-01      8.7967e-01               1
      2.2563e+00     -1.5558e+00               0
     -1.3069e+00     -1.3954e+00               0
     -1.2337e+00      1.4752e+00               0
      3.4291e-01     -1.1173e-01               1
      3.3803e-01      1.5472e+00               1
     -1.0028e+00     -1.1144e+00               0
      4.6494e-01     -6.7955e-01               1
     -1.5022e+00     -1.4607e+00               0
      4.1125e-01     -5.8796e-01               1
      3.2827e-01      1.9518e-02               1
     -7.6511e-01     -8.8976e-01               0
      3.5268e-01      1.3608e+00               1
     -6.2843e-01      7.5894e-01               0
      3.6244e-01      1.3778e-01               1
      3.5756e-01      8.5019e-01               1
     -1.4080e+00      9.4319e-01               0
     -7.2606e-01     -6.1498e-01               0
      4.0149e-01     -5.7743e-01               1
      7.9332e-02     -8.2484e-01               0
     -1.2327e+00     -4.3740e-01               0
      4.3566e-01     -3.0334e-01               1
     -1.3660e+00     -1.6402e-01               0
      2.1112e-01      2.2677e-02               1
     -1.8425e-01      1.2359e+00               0
      3.0386e-01      1.5356e+00               1
     -1.4880e+00     -8.6625e-01               0
      3.5756e-01      1.5166e+00               1
      2.3539e+00     -1.7350e-01               0
      2.3065e-01      8.0211e-01               1
      4.1125e-01      1.0632e+00               1
     -1.0516e+00     -1.1158e+00               0
      2.3553e-01      1.5489e+00               1
      3.0875e-01      1.1913e+00               1
      3.3803e-01      9.0669e-01               1
      4.2589e-01      3.8590e-01               1
      4.6006e-01      2.7640e-01               1
      4.2589e-01      1.2875e+00               1
      2.5541e+00     -5.0934e-01               1
      2.2417e+00     -1.4598e+00               0
      1.5778e+00     -6.5058e-02               1
      2.8922e-01     -5.2759e-01               1
     -1.2923e+00     -1.1589e+00               0
     -1.3494e+00     -1.2035e+00               0
      3.6244e-01     -8.7467e-01               1
      3.4291e-01      1.2899e+00               1
      2.3588e+00     -1.4110e+00               0
     -1.4402e+00     -1.0916e+00               0
     -1.2869e+00      1.4468e+00               0
     -1.3152e+00     -2.9176e-01               0
      2.8434e-01      8.4352e-01               1
     -9.8378e-01     -7.0657e-01               1
      2.0624e-01     -4.4547e-01               1
      2.6482e-01      1.0028e+00               1
      3.3315e-01     -1.1314e-01               1
      2.8434e-01      6.4980e-01               1
     -1.2025e+00     -1.4344e+00               0
      2.5993e-01     -5.2198e-01               1
     -7.9439e-01     -6.3182e-01               1
      2.7458e-01     -1.7244e-01               1
     -1.1898e+00     -1.3246e+00               0
      3.9661e-01      1.5358e-01               1
      8.3103e-01      4.5468e-01               1
      5.0887e-01     -1.9736e-01               1
     -1.0127e-01      1.2092e+00               1
      9.3975e-02      6.5858e-01               0
      3.3803e-01      1.6130e-01               1
     -4.2697e-02     -8.5712e-01               1
     -1.3923e+00     -2.0964e-01               0
      2.2173e+00     -1.3444e+00               0
      3.4779e-01     -8.9187e-01               1
     -1.2381e+00      1.7569e-01               0
     -1.3056e-01     -8.0062e-01               0
      3.8196e-01      1.3180e+00               1
     -1.1180e+00     -1.2382e+00               0
      3.7220e-01     -7.3816e-01               1
      3.6244e-01     -8.2605e-02               1
      3.5756e-01      6.2067e-01               1
     -9.2472e-01     -1.2625e+00               0
     -1.2088e+00     -5.5251e-01               0
      1.5486e+00      1.8411e-01               0
      8.4213e-02      1.5626e+00               1
     -1.3240e+00     -1.2877e+00               0
      2.0367e+00     -1.6192e+00               1
      3.8684e-01     -9.5082e-01               0
     -9.4229e-01     -1.2105e+00               0
     -1.3943e+00     -3.9108e-01               0
      5.0399e-01     -1.3809e+00               1
      4.3077e-01     -5.8339e-01               1
     -1.1103e-01      1.5989e-01               0
      3.3803e-01      1.6177e+00               1
     -1.6281e+00     -7.2201e-01               0
     -1.6473e-01      1.5436e+00               1
      1.6231e-01     -4.5881e-01               1
     -1.1591e-01     -6.3814e-01               1
     -1.3855e+00      2.3745e-01               0
      3.0386e-01     -2.0649e-01               1
     -1.3450e+00      2.0095e-01               0
      3.6732e-01      1.0815e+00               1
      3.3803e-01      1.2387e+00               1
      1.0312e+00      1.1790e+00               0
      3.8684e-01     -8.9081e-01               1
      6.9569e-02      7.8246e-01               1
      2.5993e-01     -4.5951e-01               1
     -1.4543e+00     -1.0512e+00               0
      5.5280e-01     -1.0358e+00               1
     -1.2835e+00     -1.1856e+00               0
      5.2352e-01      1.0692e+00               1
     -1.5783e+00     -9.3573e-01               0
      5.5768e-01     -1.1810e+00               1
      2.3553e-01      1.5215e+00               1
     -1.3777e+00     -1.0617e+00               0
     -9.0373e-01     -4.5390e-01               1
     -5.5522e-01      2.1920e-01               0
      4.9423e-01     -5.1040e-01               1
      2.4529e-01     -7.6639e-02               1
     -1.2225e+00     -1.5169e+00               0
      1.8610e+00     -1.6137e+00               0
      2.4467e+00     -7.6483e-01               0
     -1.2098e+00     -1.2670e+00               0
     -1.4011e+00     -1.0887e+00               0
      3.4291e-01      1.3787e+00               1
      2.2661e+00     -1.6148e+00               0
      1.6364e+00     -1.1568e+00               0
      3.7708e-01      1.6493e+00               1
      3.8684e-01      7.5087e-01               1
      3.4291e-01      3.7186e-01               1
      4.8447e-01     -1.5241e+00               0
      1.9342e+00     -1.4376e+00               0
      2.4529e-01      6.0664e-01               1
