        f_mass4l     f_D_bkg_kin         target
     -5.0641e-01     -1.4691e+00               0
      4.0149e-01      1.4391e+00               1
      4.1613e-01      3.6484e-01               1
      4.1125e-01      1.1085e+00               1
      4.1125e-01      1.7896e+00               1
      2.7458e-01      1.7725e+00               1
      4.0149e-01     -4.3424e-01               1
     -1.1688e+00     -1.4327e+00               0
     -1.9512e+00      9.4845e-01               0
      2.3247e+00     -8.5783e-01               0
      1.1581e+00     -1.2235e+00               0
      2.2807e+00      6.6314e-01               0
      4.4054e-01      1.7370e+00               1
     -1.0127e-01     -6.3533e-01               0
      7.0900e-01     -1.1017e+00               0
      3.6244e-01      8.1825e-01               0
      1.2334e-03      1.5615e+00               1
     -2.0464e+00     -1.0179e+00               0
      1.3533e+00     -7.3781e-01               0
      8.2127e-01     -1.2709e+00               0
      1.3435e+00      1.6937e-01               0
     -1.3318e+00     -1.0368e+00               0
      3.6732e-01      1.0028e+00               1
     -1.2732e+00      1.3989e-01               0
      2.1636e+00     -9.1468e-01               0
      2.3832e+00     -1.6067e+00               0
      1.9879e+00     -2.8369e-01               0
     -1.2976e+00     -1.3911e-01               0
      4.2589e-01     -9.1608e-01               1
      2.2577e-01     -9.1378e-02               0
      4.1613e-01      5.8628e-01               1
      9.1401e-01     -1.3478e+00               0
     -2.1842e-01     -3.6967e-01               1
      8.7008e-01     -1.0045e+00               0
      9.0913e-01     -1.3299e+00               0
      2.9898e-01      8.6247e-01               1
      3.7220e-01     -2.3316e-01               1
      3.9661e-01     -2.8088e-01               1
      3.3315e-01      1.6472e+00               1
      1.3582e+00     -1.4649e+00               0
     -1.3552e+00      1.5363e+00               0
     -1.2225e+00     -1.3725e+00               0
      3.7220e-01     -1.3805e-01               1
      7.5293e-01     -1.2133e+00               0
      1.5255e-01      9.4599e-01               1
     -1.9401e-01      1.2078e+00               1
      4.0637e-01     -8.6695e-01               1
     -2.0377e-01     -1.2172e+00               0
      3.6732e-01      5.0050e-02               1
     -1.2313e+00     -9.7855e-01               0
      4.1613e-01      7.0806e-01               1
     -1.7633e+00     -4.6513e-01               0
      2.9410e-01     -2.2473e-01               1
      9.3841e-01     -1.4330e+00               0
      4.0637e-01      7.7825e-01               1
      4.6006e-01     -1.3781e+00               1
     -1.2767e+00     -1.2295e+00               0
     -1.3333e+00     -1.5828e+00               0
     -7.7487e-01     -1.8613e-01               0
     -1.1849e+00     -1.3282e+00               0
     -1.3621e+00     -5.1952e-01               0
     -9.8378e-01     -5.8936e-01               0
     -1.4738e+00      9.3968e-01               0
     -1.2713e+00     -5.3180e-01               0
      2.5505e-01      1.8376e-01               1
     -3.2580e-01      8.6547e-02               1
      3.8196e-01      1.5110e+00               1
     -1.3450e+00     -1.4470e+00               0
     -1.0223e+00     -1.5610e+00               0
     -1.3538e+00      1.7002e+00               0
     -1.1898e+00     -5.2093e-01               0
     -1.2132e+00      1.3489e+00               0
     -1.0672e+00     -1.0579e+00               0
      1.7048e+00     -1.0923e+00               0
      2.5590e+00      9.5652e-01               0
     -1.2552e+00     -9.2275e-01               0
      4.5164e-02      6.4524e-01               0
      3.1363e-01      1.6819e+00               1
      4.0149e-01     -3.9529e-01               1
      3.5268e-01      4.9223e-01               1
     -1.5832e+00     -1.5086e+00               0
     -1.4660e+00     -8.4730e-01               0
     -5.6986e-01     -1.6543e-01               0
      1.5778e+00     -1.5996e+00               0
     -1.1741e+00      6.5331e-01               0
     -1.1390e+00     -6.7604e-01               0
      1.3435e+00     -1.1923e+00               0
      4.6494e-01     -2.6404e-01               1
      3.6732e-01     -2.1892e-02               1
     -1.8804e+00     -6.3709e-01               0
      4.0149e-01      5.9049e-01               1
      3.2827e-01      2.7219e-01               1
      4.6006e-01     -3.0615e-01               1
      4.0637e-01     -5.6409e-01               1
      1.1350e-01      1.4520e+00               1
     -1.4065e+00     -1.3443e+00               0
      3.2339e-01     -3.7334e-02               1
      3.1851e-01     -1.1723e+00               1
      2.1538e+00     -1.5536e+00               0
      2.5993e-01      1.3226e+00               1
      3.0875e-01      7.4491e-01               1
      3.3315e-01      1.5468e+00               1
      1.5681e+00     -3.3563e-01               0
      6.4066e-01      5.2346e-01               0
      3.7708e-01     -7.7360e-01               1
     -1.3460e+00     -4.7530e-01               0
      3.9173e-01      1.3357e-01               1
     -1.2972e+00     -8.7081e-01               0
     -2.4282e-01      1.6735e+00               1
      2.7458e-01      8.1634e-02               1
     -1.5984e-01      1.8023e+00               1
      4.0149e-01      1.6223e+00               1
      1.3191e+00      5.0030e-01               0
      3.7708e-01     -1.4858e-01               1
      1.5974e+00      6.8805e-01               0
      3.5756e-01      9.2494e-01               1
      6.6507e-01      1.1576e+00               1
      1.2814e-01     -6.1287e-01               0
     -1.1102e+00     -1.5625e+00               0
      2.7458e-01      9.7196e-01               1
      3.5756e-01     -4.9987e-01               1
      2.8434e-01     -8.7783e-01               1
      1.4767e-01     -2.5667e-01               0
     -1.2518e+00      5.7856e-01               0
      3.1851e-01     -7.5290e-01               1
     -1.7091e+00     -1.0154e+00               0
      3.2827e-01      9.2494e-01               1
     -1.3001e+00     -1.6090e+00               0
      1.4767e-01     -9.0450e-01               0
      2.9410e-01      1.9007e-01               1
     -1.3289e+00     -1.1477e+00               0
      3.0875e-01      1.2085e+00               1
      3.5268e-01     -4.2442e-01               1
      2.7458e-01     -4.3389e-01               1
     -1.2937e+00      1.5954e-01               0
      2.3198e+00     -1.5626e+00               1
      4.1125e-01     -9.3784e-01               1
      2.1294e+00     -1.5676e+00               1
      3.8196e-01      1.1457e+00               1
     -1.3250e+00     -6.7288e-01               0
      2.9410e-01      4.0134e-01               1
     -1.5529e+00      6.5436e-01               0
      2.3065e-01      1.0109e+00               1
      3.8196e-01     -1.2291e+00               1
      3.8196e-01      1.3773e+00               1
     -1.3274e+00     -6.4095e-01               0
      4.4054e-01      1.6426e+00               1
      5.0045e-02      5.4979e-01               1
      9.1889e-01      1.3036e+00               1
     -1.1331e+00     -1.0010e+00               0
     -1.0204e+00     -1.2098e+00               0
      9.9211e-01      1.3506e+00               0
      1.3972e+00      1.0646e+00               0
      2.7458e-01      2.6202e-01               1
      3.1851e-01     -6.1548e-02               1
     -1.2080e-01      1.1716e+00               1
      3.5268e-01      1.0050e+00               1
      3.1363e-01     -5.8374e-01               1
     -1.1956e+00     -1.3235e+00               0
     -1.1815e+00     -1.4552e+00               0
      2.2089e-01     -1.7244e-01               1
      2.9898e-01      1.1745e+00               1
     -1.2200e+00     -1.1449e+00               0
      3.6244e-01      1.0936e-01               1
     -1.2991e+00     -5.4760e-01               0
      4.2589e-01      1.2580e+00               1
     -1.3972e+00      7.5543e-01               0
      3.7220e-01     -1.2681e+00               1
      3.0875e-01     -1.1435e+00               1
     -1.5685e+00     -1.5237e+00               0
      2.9898e-01      1.5338e+00               1
      2.6482e-01     -6.4656e-01               1
      3.4779e-01     -7.6307e-01               1
      7.8710e-01     -1.0891e+00               0
      3.7220e-01      1.5475e+00               1
      5.6745e-01      1.3397e+00               1
      4.0637e-01      1.0320e+00               1
      3.5268e-01      4.5889e-01               1
     -1.0985e+00      1.4656e-01               0
      4.2101e-01      1.1983e+00               1
      5.6257e-01      9.7196e-01               0
     -1.7838e+00     -1.5985e+00               0
     -1.2581e+00     -1.3684e+00               0
      3.4779e-01     -3.5212e-01               1
     -8.0904e-01     -2.5456e-01               1
      4.4054e-01     -9.1222e-01               1
      3.6244e-01      4.3643e-01               1
      1.5437e+00     -1.6287e+00               0
      2.7458e-01     -5.9006e-01               1
     -1.3245e+00     -1.4053e+00               0
      2.2319e+00     -7.2201e-01               0
      3.5756e-01     -1.5841e-01               1
      2.6970e-01      5.6803e-01               1
      3.7220e-01      1.7142e+00               1
      1.3582e+00     -1.7420e-01               0
      1.7389e+00      2.3254e-01               1
      3.6732e-01      4.4345e-01               1
      6.2114e-01     -1.4884e+00               1
     -1.3410e-02      1.1671e+00               0
      2.3491e+00      5.6452e-01               0
      1.2118e+00     -8.4168e-01               0
     -1.4211e+00     -9.6697e-01               0
      1.1971e+00      4.0695e-01               0
      2.3065e-01      9.5371e-01               1
      3.6732e-01     -3.3703e-01               1
      3.9661e-01      2.2306e-01               1
     -1.2752e+00      5.7225e-01               1
     -1.8770e+00     -1.9034e-01               0
      2.1112e-01      1.5675e+00               1
     -8.1746e-02     -2.4649e-01               1
     -1.3172e+00     -3.9529e-01               0
     -1.3089e+00     -1.5465e+00               0
      3.5268e-01     -1.0372e+00               1
      5.5768e-01     -1.1603e+00               1
      2.0562e+00      5.1118e-01               0
      1.8121e+00     -1.0722e+00               0
      4.4542e-01      6.4173e-01               1
