        f_mass4l     f_D_bkg_kin          f_pt4l         target
     -1.4236e+00     -8.0145e-01     -7.1716e-01               0
      3.3794e-01     -3.6587e-01     -7.0941e-01               0
      2.3292e+00     -1.6415e+00     -7.2716e-01               0
      3.9709e-01     -1.4731e+00     -7.0454e-01               0
      3.4287e-01      1.1871e+00     -1.2894e-01               1
     -1.3048e+00     -8.0569e-01      1.2863e+00               1
      3.2809e-01     -3.9307e-01     -4.0049e-01               1
      3.9709e-01     -8.4526e-01      4.0852e-01               1
      5.9917e-01      5.6429e-01     -3.1280e-01               1
     -1.3852e+00      1.4464e+00      3.2105e-01               0
     -1.2595e+00     -9.5089e-01     -6.4655e-01               0
      8.9982e-01     -1.6346e+00     -3.5732e-01               0
      5.2031e-01      3.9542e-01      6.3851e-02               1
      1.0773e+00     -7.4387e-01     -6.0943e-01               0
      3.2316e-01      1.5517e+00      1.4784e-01               1
     -1.4226e+00     -3.3055e-01     -6.0508e-01               0
     -1.2457e+00     -1.6209e+00     -6.5208e-01               0
      4.9567e-01     -7.0042e-01     -4.8718e-01               1
     -2.0614e+00      1.2867e+00      8.6677e-01               1
     -1.0209e+00      1.9545e-02     -4.0041e-01               0
      3.9216e-01     -1.5416e+00      9.0398e-02               1
      3.2316e-01      1.3492e+00      2.7860e+00               1
     -1.3743e+00      4.1061e-01     -7.0805e-01               0
      6.5831e-01     -4.7362e-01     -6.0830e-01               0
     -7.1143e-02      1.7679e+00     -5.6134e-01               0
     -1.3856e+00      3.9613e-01     -6.8663e-01               0
     -1.4216e+00     -1.4131e+00     -7.3101e-01               0
      4.2666e-01     -1.0763e+00      4.4703e-02               1
      1.3582e+00     -1.2469e+00     -7.1282e-01               0
     -1.3467e+00     -2.9910e-01     -6.8872e-01               0
     -1.3940e+00      1.0009e+00     -6.4107e-01               0
      4.0695e-01      1.1196e+00     -5.3231e-01               1
      2.5115e+00      7.0769e-02     -6.8010e-01               0
     -1.3161e+00     -4.4359e-01     -7.0136e-01               0
      1.7722e+00      1.0709e+00     -7.1989e-01               0
      2.5559e+00      6.8051e-01     -7.0266e-01               0
      3.5273e-01      1.7509e+00     -6.3323e-01               0
     -1.4172e+00      4.8833e-01     -7.1839e-01               0
     -1.3842e+00     -1.1325e+00     -6.9109e-01               0
     -1.3551e+00     -1.6704e+00      1.4621e+00               1
      4.4638e-01     -5.1109e-02      1.1825e-01               1
      5.4495e-01      1.2150e+00      2.1007e-01               1
      2.3932e+00     -1.5527e+00     -5.5377e-01               0
     -1.2235e+00     -1.0470e+00     -6.2157e-01               0
     -1.3945e+00     -5.6264e-01     -5.4476e-01               0
      4.4145e-01      1.6622e+00     -2.8386e-01               1
     -8.5482e-01     -2.6027e-02     -5.0999e-01               0
     -1.3014e+00     -3.6978e-02     -6.0677e-01               0
      3.8723e-01     -4.7609e-01     -2.7429e-01               0
      2.6894e-01      8.8894e-01     -2.5514e-01               1
     -1.3649e+00      1.3069e+00     -7.2359e-01               0
     -9.5787e-02     -7.0960e-01     -6.1561e-01               0
     -1.0116e+00     -7.2868e-01     -7.2628e-01               0
      4.4638e-01      7.8755e-01     -6.1918e-02               1
      3.4287e-01     -8.9966e-01      2.7955e+00               1
      3.6259e-01      1.6015e+00      1.8788e-01               1
     -1.2422e+00     -1.5801e+00     -6.5068e-01               0
      3.3794e-01     -1.4317e+00     -2.6385e-01               1
      4.3652e-01     -3.4291e-01      1.1601e+00               1
      3.6752e-01      1.2691e+00      2.6445e+00               1
     -1.2821e+00     -8.8129e-01     -7.0836e-01               0
     -1.3240e+00      3.6822e-01     -6.7723e-01               0
     -1.3994e+00      7.6068e-02     -5.9058e-01               0
      2.2951e-01      9.6171e-01     -2.4035e-01               1
      3.7245e-01     -2.2916e-01     -6.3806e-01               0
      3.6752e-01      9.7938e-01     -6.3006e-01               1
     -1.0756e+00     -7.6931e-01     -6.7066e-01               0
      2.7880e-01      1.0737e+00     -2.0118e-01               1
      3.2316e-01     -1.4142e+00      1.0519e-01               1
      3.7738e-01      1.9545e-02      2.5335e+00               1
     -1.0047e+00      1.5156e+00      1.8703e+00               1
     -1.4837e+00      3.3219e-01      9.5251e-01               1
     -1.1491e+00     -1.2116e+00     -6.3010e-01               0
     -1.2235e+00     -9.9610e-01      1.5465e+00               1
      3.0837e-01     -1.5417e+00     -6.9392e-01               0
     -1.2151e+00     -1.8962e-02     -6.4298e-01               0
      3.9709e-01      4.5195e-01     -6.0051e-01               0
      8.4561e-01      6.8270e-03     -6.9832e-01               0
     -6.6260e-01      9.7620e-01     -6.4999e-01               0
      4.2173e-01      1.4782e+00     -5.2639e-01               0
     -3.2744e-01     -9.1061e-01     -7.1728e-01               0
      3.5273e-01      1.4097e+00      1.1193e-02               0
     -1.2471e+00      7.4481e-01     -6.9201e-01               0
      1.6096e+00     -1.6093e+00     -6.1352e-01               0
     -1.4507e-01      1.3072e+00     -6.1839e-01               0
     -1.7361e+00     -1.5704e+00      4.2636e-01               1
     -1.1082e+00      3.5974e-01     -6.7044e-01               0
      1.3878e+00      1.3637e+00     -6.8846e-01               0
      1.5652e+00      5.8654e-01     -6.9450e-01               0
     -1.3033e+00     -8.9966e-01     -6.0421e-01               0
     -1.3339e+00     -1.3024e-01     -7.0316e-01               0
      9.6390e-01     -1.5247e+00     -5.8623e-01               0
      9.5897e-01      1.0115e+00     -4.2404e-01               0
     -8.3510e-01     -6.8947e-01     -6.7497e-01               0
     -1.3314e+00     -6.7922e-01     -6.5543e-01               0
     -2.1762e+00      1.1595e+00      8.0062e-01               1
     -1.2747e+00      1.0331e+00      1.6488e+00               1
      2.4031e+00     -9.9893e-01     -4.3453e-01               0
      3.7738e-01      1.3330e+00      1.6438e-01               1
     -4.6544e-01      4.5159e-01     -6.2675e-01               0
      4.9567e-01     -1.4484e+00      2.8182e+00               1
      2.5460e+00     -1.2384e+00     -6.7249e-01               0
      4.5131e-01     -1.2056e+00      2.0135e+00               1
      1.0773e+00      8.6315e-01      3.0440e+00               1
      3.6259e-01      1.5676e+00      1.8603e+00               1
      1.1857e+00     -1.3737e+00     -7.0862e-01               0
     -1.1550e-01     -1.5471e+00      1.7439e-01               1
      4.4145e-01     -2.6872e-01      1.1749e+00               1
     -1.2324e+00     -2.8851e-01     -5.3571e-01               0
      5.1045e-01      8.2359e-01      2.4900e+00               1
      3.0837e-01     -1.8641e-01     -4.9872e-01               1
      2.5460e+00     -1.5168e+00     -6.8345e-01               0
     -1.6365e+00      6.6885e-01     -5.5838e-01               0
      4.3652e-01     -1.7157e-01     -5.6904e-01               1
     -1.6971e+00     -4.5030e-01      9.3423e-01               1
     -1.4965e+00      1.2323e+00      1.3072e+00               1
      3.5766e-01      1.6184e+00     -1.1196e-01               1
      4.3159e-01      1.3856e+00     -6.1765e-01               1
      2.3937e-01      1.5224e+00     -5.0598e-01               1
      1.7530e-01      2.0819e-01     -6.3732e-01               1
      7.7661e-01     -2.5071e-01     -6.9437e-01               0
      4.0202e-01     -8.7670e-01     -1.6810e-01               0
     -8.7848e-01     -7.9121e-01     -7.8020e-02               0
      3.9216e-01      8.4193e-02     -6.9872e-01               0
     -1.2792e+00     -1.5654e+00     -7.1787e-01               0
      4.9567e-01     -7.7284e-01     -2.8735e-01               1
      3.3794e-01      8.3666e-01      2.9417e+00               1
      3.6259e-01      9.4652e-01     -6.6396e-01               1
     -1.4054e+00     -2.0937e-01     -7.2188e-01               0
      3.4287e-01      8.8152e-01     -6.1661e-01               0
      3.9709e-01      1.6813e+00     -3.2999e-01               1
      3.9216e-01      1.4612e+00      2.8338e+00               1
      3.6752e-01      1.2482e-01      2.1610e+00               1
      1.3878e+00     -8.0110e-01     -5.7083e-01               0
     -1.3546e+00      1.6425e+00     -7.2789e-01               0
      4.0695e-01     -7.3080e-01      1.6597e+00               1
      1.4913e+00      8.3312e-01     -6.6626e-01               0
      1.6051e-01      2.8591e-01     -8.8900e-02               1
     -1.1022e+00     -1.4486e+00     -5.6626e-01               0
     -1.1777e+00     -1.3155e+00     -7.0096e-01               0
     -1.2881e+00      8.3984e-01     -7.0166e-01               0
      3.1330e-01     -4.1710e-01     -1.5157e-01               1
      9.6435e-02      4.6537e-01     -5.8623e-01               1
      4.3652e-01      1.6340e+00      2.6893e+00               1
      1.5258e+00     -1.2678e+00     -6.5064e-01               0
      4.4145e-01      1.4150e+00      2.3303e+00               1
      3.3794e-01      6.5116e-02      2.8708e+00               1
      3.4780e-01     -2.1644e-01     -5.5969e-01               0
     -1.1047e+00     -1.2858e+00     -4.6173e-01               0
     -1.2097e+00     -5.8313e-01     -5.6687e-01               0
     -1.2876e+00      4.6254e-01     -6.5747e-01               0
      9.8361e-01     -4.4288e-01     -6.9123e-01               0
      3.3794e-01     -1.7299e-01     -3.5215e-01               0
     -1.2117e+00     -1.6769e-01     -6.5569e-01               0
      2.5066e+00      4.4347e-01     -6.7044e-01               0
      2.2458e-01      1.6912e+00     -6.6396e-01               1
     -4.1570e-02     -1.5782e-02     -1.4270e-03               1
      1.6096e+00      6.2681e-01     -5.3623e-01               0
      2.2257e+00     -1.4339e+00     -6.1770e-01               0
     -9.9627e-01     -1.2664e+00     -6.9461e-01               0
     -6.1824e-01     -6.7039e-01     -6.8593e-01               0
      2.3292e+00     -1.2837e+00     -5.0324e-01               0
      7.6720e-02      1.3846e+00     -3.7212e-01               0
      2.8866e-01      1.2860e+00      3.2082e-02               1
     -1.3088e+00     -8.7493e-01     -7.1007e-01               0
     -8.7305e-01     -6.1387e-01     -4.7865e-01               0
      3.8723e-01     -5.4710e-01      1.4001e-01               1
     -6.5767e-01      1.0733e+00      1.8969e+00               1
      3.7738e-01      1.0574e-01     -3.5023e-01               0
      3.4780e-01     -8.9295e-01     -2.0248e-01               1
      1.6490e+00      7.5611e-01     -6.5639e-01               0
      1.4572e-01      1.3927e+00     -6.8737e-01               0
      3.9216e-01     -6.0821e-01      2.0988e+00               1
      4.0202e-01     -1.9242e-01      1.9077e+00               1
      3.6259e-01     -3.3337e-01     -3.9632e-01               1
     -1.3285e+00     -1.6084e+00     -7.1525e-01               0
      3.9709e-01     -1.1187e+00      5.5147e-02               1
      3.5766e-01     -3.0758e-01     -2.7298e-01               1
     -1.1949e+00     -1.5139e+00     -6.6548e-01               0
      2.1764e+00      7.1548e-01     -6.6391e-01               0
     -1.3048e+00      1.3814e+00      1.3189e+00               1
      1.8708e+00     -1.4656e+00     -5.4541e-01               0
     -1.7307e+00      6.7589e-02     -5.3218e-01               0
      6.4846e-01      1.1641e+00      2.8275e-01               1
      3.8230e-01     -1.2459e-01      5.4277e-02               1
      2.4967e+00     -1.1420e+00     -6.7153e-01               0
      4.5624e-01      4.0779e-01      4.5138e-02               1
      3.2316e-01      2.4034e-01      1.5568e-01               1
      4.3159e-01     -9.8339e-01      2.0379e+00               1
      4.3652e-01      2.7390e-01      2.6685e+00               1
      5.0552e-01     -4.9976e-01      2.7970e-01               1
     -1.8943e-01     -1.7263e-01      2.4700e+00               1
     -1.4063e+00     -1.0466e+00     -1.3242e-01               0
      3.7245e-01      6.8369e-01      3.1212e-02               1
      3.9216e-01      1.0960e+00      4.9925e-02               1
     -1.4581e+00     -1.5094e+00     -6.8184e-01               0
     -1.3300e+00     -4.4112e-01     -6.7153e-01               0
     -1.4837e+00      3.3219e-01      9.5251e-01               1
      1.8515e-01      9.8538e-01      1.4260e+00               1
      3.7245e-01     -5.0082e-01      2.2298e+00               1
      2.1473e-01      8.7057e-01     -4.6573e-01               1
      3.0344e-01      1.2945e+00      1.1523e+00               1
     -1.2964e+00     -6.8169e-01     -7.2182e-01               0
      2.5908e-01      1.2532e+00     -6.3772e-01               0
     -2.1057e+00      7.5361e-02     -6.9269e-01               0
      4.2666e-01      5.0670e-01      1.7656e-01               1
     -1.2728e+00     -1.5618e+00     -6.7410e-01               0
     -5.9359e-01      1.0285e+00     -7.3023e-01               1
      2.2951e-01      3.6434e-01      4.2304e-03               1
      3.1330e-01      7.4975e-01     -2.8691e-01               1
      2.5017e+00     -1.4153e+00     -7.0251e-01               0
      3.6752e-01      6.5048e-01      2.6719e+00               1
      4.3652e-01     -4.1780e-01      1.4495e+00               1
      3.2809e-01     -1.7758e-01      9.4314e-02               1
      1.1857e+00     -1.3737e+00     -7.0862e-01               0
      2.8373e-01     -2.6272e-01     -2.9300e-01               0
      4.6609e-01     -4.9164e-01      1.7511e+00               1
      3.8230e-01     -5.6582e-01      2.0083e+00               1
     -1.3068e+00     -7.1208e-01     -7.1856e-01               0
      4.5131e-01      1.6509e+00      4.1983e-01               1
      4.6116e-01     -7.8591e-01      2.2661e-01               1
      4.0202e-01     -5.1672e-01      2.7298e+00               1
      1.5849e+00      1.3203e+00     -7.0411e-01               0
     -1.1786e+00     -1.5949e+00     -6.5778e-01               0
      4.3159e-01      1.7643e+00      3.3280e-01               1
      3.4780e-01      1.2825e+00      5.3407e-02               1
      2.4430e-01      1.0691e+00      1.4001e-01               1
     -1.2452e+00     -1.4943e+00     -6.7353e-01               0
      3.4780e-01      1.4817e+00      3.0233e-01               1
     -1.1984e+00     -1.5061e+00     -7.1211e-01               0
     -1.3812e+00      1.5414e-01     -6.7714e-01               0
      5.8931e-01      6.5013e-01      2.2531e-01               1
      4.4145e-01     -3.1535e-01      1.8744e-01               1
      4.0695e-01      7.6777e-01      2.8660e+00               1
      4.2173e-01      6.1692e-01      2.8151e+00               1
      1.7180e+00     -1.6614e+00     -4.1825e-01               0
     -1.3773e+00     -8.7387e-01     -7.0642e-01               0
      4.4145e-01     -7.8414e-01      4.0373e-01               1
     -5.5416e-01      1.3669e+00     -4.8771e-01               0
      2.0433e+00      1.4923e+00     -7.0716e-01               0
      5.9424e-01      4.8975e-01      2.0790e-01               1
      3.3302e-01      6.7203e-01     -6.8955e-01               0
     -1.3783e+00     -1.3049e+00     -7.2868e-01               0
      2.4130e+00      9.9383e-02     -6.6087e-01               0
     -1.6296e+00     -7.6825e-01     -6.7749e-01               0
      1.7771e+00     -1.4354e+00     -6.7323e-01               0
      1.9447e+00      4.8513e-02     -5.8532e-01               0
      4.3159e-01      4.9893e-01     -3.5785e-01               1
     -1.2757e+00     -1.5695e+00     -6.2784e-01               0
      3.4780e-01     -3.1712e-01      3.9916e-02               1
      3.8723e-01      7.9250e-01      1.1564e-01               1
      9.4418e-01      5.0317e-01     -5.8897e-01               0
     -1.4201e+00      8.9353e-01     -7.1033e-01               0
      2.3937e-01     -5.4074e-01      5.2472e-01               1
      1.9994e-01     -3.5633e-01      4.9490e-02               1
      1.8609e+00      6.8687e-01     -1.5722e-01               0
      4.5131e-01     -2.8179e-01     -2.1597e-01               1
     -1.0022e+00     -1.8076e-01     -6.8493e-01               0
      4.4638e-01      6.1233e-01      2.7115e+00               1
     -1.0072e-01     -3.8071e-01     -6.8611e-01               0
      2.9851e-01      1.5739e+00      2.1253e+00               1
      5.4988e-01     -1.0406e+00      2.8943e+00               1
      7.6720e-02     -1.1830e+00     -7.0801e-01               0
      4.4145e-01     -1.0230e+00      2.6641e+00               1
      4.1188e-01      3.9613e-01     -3.1602e-01               1
      5.9917e-01     -5.1707e-01      1.6214e+00               1
     -1.3033e+00     -1.4803e+00     -7.0003e-01               0
     -1.0973e+00     -5.0577e-01      1.7476e+00               1
     -1.3329e+00     -1.1537e+00      3.6500e-01               0
     -1.0746e+00      6.4448e-01     -7.1244e-01               0
      4.2219e-02      9.5851e-02     -3.6973e-01               0
      3.8230e-01     -3.8777e-01     -6.8128e-01               0
      4.1188e-01      6.5154e-01      1.1427e+00               1
     -9.6128e-01      4.6113e-01     -6.6522e-01               0
     -4.8023e-01     -1.1646e-01     -5.6221e-01               1
      1.8166e+00     -1.1229e+00     -5.8806e-01               0
      4.7102e-01      3.4808e-01      4.8184e-02               1
      2.7880e-01      1.0868e+00     -1.4591e-01               1
     -1.2639e+00     -1.6111e+00     -7.0266e-01               0
     -1.2151e+00     -1.5861e+00     -6.2666e-01               0
     -1.4236e+00     -1.5592e+00     -6.3667e-01               0
      2.5908e-01     -5.8137e-01     -5.6182e-01               1
      2.2602e+00      1.4107e-01     -6.6944e-01               0
      3.6259e-01     -1.2335e+00     -6.9901e-01               0
     -1.1579e+00     -1.6518e+00     -6.7288e-01               0
      4.1188e-01     -1.1243e+00     -2.0248e-01               1
     -1.3999e+00     -2.9098e-01     -6.5939e-01               0
      5.4002e-01      1.1489e+00     -5.7809e-01               1
      3.2316e-01      7.5187e-01      2.7468e+00               1
     -1.7721e+00      8.0875e-01      1.1261e+00               1
     -1.2950e+00     -1.5223e+00     -5.6722e-01               0
      3.6259e-01      4.4099e-01     -1.1458e-01               1
     -1.3901e+00     -1.3396e+00     -7.2881e-01               0
      4.7595e-01      8.4549e-01      1.2545e+00               1
     -2.0382e+00      1.3683e-01     -6.8929e-01               0
      6.2874e-01     -7.0324e-01      1.6046e-01               1
      3.6259e-01      1.6750e+00     -1.3416e-01               1
      4.1681e-01      5.5934e-01     -5.0759e-01               0
      4.4145e-01     -1.4105e+00     -5.0477e-01               0
      3.5273e-01     -6.2623e-01     -2.0727e-01               1
      3.5766e-01      6.6179e-01      7.4731e-02               1
      4.1188e-01      1.5227e+00      2.3836e-01               1
      2.3045e+00     -1.3927e+00     -6.8332e-01               0
      4.4145e-01     -4.4182e-01      9.7361e-02               1
      8.0618e-01     -4.0155e-01     -3.7604e-01               0
      4.8088e-01      1.0257e+00     -6.9786e-01               0
      2.8866e-01      9.1967e-01      2.7579e-01               1
      4.0202e-01     -1.1046e-01      9.5338e-01               1
      3.8230e-01     -1.4437e-01      2.5555e-02               1
     -1.2945e+00      7.6106e-01     -7.3122e-01               0
      2.2109e+00     -1.5904e+00     -5.4267e-01               0
     -1.2191e+00     -1.4872e+00     -6.6513e-01               0
      3.4780e-01      1.6743e+00      2.7546e+00               1
     -1.1274e+00     -4.0438e-01     -7.1220e-01               0
      3.0344e-01      5.6958e-01     -4.8492e-01               1
      4.2666e-01     -6.0715e-01      2.6023e+00               1
      4.1681e-01      1.1641e+00     -4.0049e-01               1
      2.7387e-01      1.0461e+00      2.5270e+00               1
      4.5131e-01      1.3069e+00     -9.4992e-02               1
      1.2646e+00     -1.1374e+00     -5.6843e-01               0
      2.1473e-01     -1.4495e+00     -6.6478e-01               0
     -9.5787e-02     -4.1038e-01      4.1113e-01               1
     -1.3600e+00     -1.7475e-01     -5.5377e-01               0
     -1.3413e+00     -1.3453e+00     -6.6666e-01               0
     -4.9502e-01     -1.5455e+00      1.4480e-01               0
      3.2809e-01     -1.7549e-02      2.8390e+00               1
      3.3302e-01     -1.5179e-01      1.8222e-01               1
     -1.6926e-02     -1.3440e+00     -7.0484e-01               0
      1.3237e+00      3.5442e-02     -7.2466e-01               0
      1.5558e-01      6.4518e-01      5.1340e-01               1
     -1.0209e+00      1.9545e-02     -4.0041e-01               0
     -1.1969e+00      1.2910e+00     -7.0497e-01               0
      3.5766e-01      7.8084e-01     -2.3425e-01               1
      3.8230e-01     -4.7680e-01     -1.6810e-01               1
      1.0871e+00     -5.4357e-01     -6.7610e-01               0
      2.8373e-01      8.9777e-01     -1.1022e-01               1
     -1.1796e+00     -1.0770e+00     -6.2270e-01               0
      3.1823e-01      5.5086e-01      2.4619e-01               1
      3.4287e-01      9.1614e-01     -3.9288e-02               1
      4.3159e-01     -1.2247e-01     -1.4286e-01               1
      3.5273e-01      8.3486e-02     -5.2835e-01               1
      2.3937e-01      2.1243e-01     -1.2502e-01               1
      1.4420e+00      1.0479e+00     -4.9428e-01               0
      4.3652e-01      9.4900e-01      2.6215e+00               1
     -6.9710e-01     -7.1172e-01     -6.6400e-01               0
      3.4287e-01     -3.3055e-01     -1.2502e-01               1
     -1.0865e+00     -1.5795e+00     -5.1869e-01               0
      3.1330e-01      1.2669e+00     -5.0929e-01               1
      3.6259e-01     -6.5240e-02      4.9055e-02               1
     -1.3324e+00     -1.1568e+00     -6.0908e-01               0
      2.7880e-01      1.1705e+00      1.7831e-01               1
      2.1473e-01      9.9030e-02      1.6873e-01               1
      4.2173e-01      2.4316e-01      6.6027e-02               1
     -1.0278e+00     -1.4614e+00     -6.2953e-01               0
      1.9501e-01      6.4978e-01      3.6239e-01               1
     -1.9658e+00      4.5760e-01      1.1042e-01               1
      3.6259e-01      1.5534e+00     -4.6687e-02               1
     -1.2422e+00     -1.2886e+00     -6.5756e-01               0
      3.7738e-01     -1.2950e+00      3.0075e+00               1
      2.9851e-01     -3.5987e-01     -6.1992e-01               1
      3.7738e-01      2.9262e-01      1.4741e-01               1
     -1.9929e-01      1.1270e+00      9.9101e-02               1
     -8.6862e-01      1.4379e+00      2.0487e+00               1
     -1.1634e+00      8.9918e-01     -6.4268e-01               0
      2.1862e+00     -1.6537e+00     -6.7945e-01               0
     -1.0224e+00     -1.5166e+00     -7.1836e-01               0
      3.3794e-01      1.4019e+00      2.0545e-03               1
      4.3159e-01     -1.3541e+00      2.1182e-01               1
     -1.2171e+00     -5.0188e-01     -7.0000e-01               0
      4.1681e-01     -1.0449e+00      1.4001e-01               1
      4.1188e-01      5.4698e-01     -2.1032e-01               1
     -1.2013e+00     -1.5639e+00     -5.8362e-01               0
     -1.1619e+00      1.5965e+00     -6.9973e-01               1
      1.0920e+00     -1.4543e-01     -5.9115e-01               0
     -1.2393e+00     -2.3622e-01     -5.4580e-01               0
      2.9851e-01     -9.1521e-01     -1.9509e-01               1
      3.4780e-01      8.8079e-02     -5.6282e-01               1
      1.4572e-01      8.8470e-01      1.4480e-01               1
      4.5131e-01     -4.5702e-01      2.5892e+00               1
     -1.5976e+00      5.0564e-01     -6.7388e-01               0
     -1.2452e+00     -1.4943e+00     -6.7353e-01               0
     -1.3625e+00      5.7418e-01     -6.6095e-01               0
      2.9851e-01     -1.2010e+00     -2.2990e-01               1
     -1.6523e+00     -3.1326e-02      1.0500e+00               1
      3.6752e-01     -1.8535e-01     -6.7336e-01               0
     -1.3344e+00     -1.6191e+00     -6.5081e-01               0
     -7.6610e-01     -6.1563e-01     -7.0367e-01               0
      1.8461e+00     -1.2692e+00     -7.1135e-01               0
      1.4223e+00      2.2550e-01     -7.1684e-01               0
      3.9216e-01     -7.8803e-01      2.6210e+00               1
      4.7102e-01      4.7526e-01      1.4958e-01               1
      3.5766e-01      7.2078e-01      9.8231e-02               1
      4.5624e-01      1.3729e+00      2.8817e+00               1
     -1.0845e+00     -1.4883e+00     -6.7684e-01               0
      3.4780e-01     -1.7687e-01      2.7994e+00               1
     -1.3023e+00     -1.1325e+00     -7.1379e-01               0
      3.1823e-01      5.3744e-01     -3.7834e-01               1
     -1.5813e+00      1.3471e+00      1.5265e+00               1
      3.9216e-01      1.7166e+00      2.3270e-01               1
     -1.0145e+00     -1.3423e+00     -6.2362e-01               0
      4.3159e-01      1.5552e+00     -2.1881e-02               1
      1.4079e-01      1.6213e+00      7.5885e-01               1
      4.5131e-01      1.3669e+00      3.4411e-01               1
      2.2897e+00     -1.4699e+00     -6.8136e-01               0
      3.8230e-01      1.2330e+00      2.7651e+00               1
      4.7595e-01      1.4181e+00      2.8064e+00               1
      4.3159e-01      4.1447e-02      2.8112e+00               1
      5.7453e-01      1.9159e-01     -6.7932e-01               0
      2.8866e-01      1.0878e+00     -5.1604e-01               1
      2.4430e-01     -6.2199e-01     -6.9332e-01               1
     -1.1875e+00     -9.3746e-01     -4.8375e-01               0
     -5.9359e-01      1.1956e+00      1.6797e+00               1
      4.8088e-01     -6.8452e-01      1.3131e-01               1
     -1.4753e+00      2.8838e-01     -7.0455e-01               0
      2.4923e-01      1.4245e+00      5.6453e-02               1
     -1.2131e+00     -1.5318e+00     -6.1852e-01               0
     -1.6572e+00     -1.1706e+00     -6.8733e-01               0
      3.2316e-01     -4.1038e-01      5.1253e-01               0
     -2.2393e-01      6.0809e-01     -6.8785e-01               0
     -1.4014e+00     -1.4298e+00     -6.0325e-01               0
      4.2666e-01      2.4281e-01     -1.7529e-02               1
      4.1681e-01      2.0784e-01      2.7081e+00               1
      3.0344e-01      1.2839e+00      2.8928e-01               1
     -1.2969e+00     -1.3338e+00     -4.4784e-01               0
     -1.4394e+00      5.1165e-01     -7.0986e-01               0
      4.8581e-01     -1.2893e+00      1.9530e+00               1
      3.8230e-01      6.2328e-01     -4.7422e-01               1
      2.2059e+00     -1.3712e+00     -5.9955e-01               0
     -1.0860e+00      3.7352e-01     -6.6021e-01               0
      3.8723e-01      1.1260e+00      2.9200e+00               1
     -1.4556e+00     -1.0441e+00     -6.3175e-01               0
      3.9216e-01      3.3537e-01     -8.7159e-02               1
      4.4145e-01     -2.2739e-01      1.2913e-01               1
     -1.0268e+00     -7.1667e-01     -5.5150e-01               0
     -7.6072e-02     -1.5391e-01     -6.3145e-01               0
      1.4572e-01      1.6506e+00      1.5361e+00               1
     -2.2393e-01      5.7029e-01      7.6907e-02               1
      4.3159e-01      1.2419e+00      1.5687e+00               1
      1.9994e-01     -1.4852e+00     -6.8763e-01               0
      4.1681e-01      3.0216e-01     -6.5068e-01               0
      3.6752e-01     -2.5177e-01     -5.3653e-01               1
      5.0059e-01      1.0804e+00     -7.1184e-01               0
     -5.9359e-01     -9.3958e-01     -4.7922e-01               0
      2.0487e-01      1.4029e+00      6.1045e-01               1
     -1.1846e+00     -1.2784e+00     -6.4385e-01               0
      2.8866e-01      1.0878e+00     -5.1604e-01               1
     -1.1151e+00     -1.5913e+00     -6.3258e-01               0
     -1.1170e+00     -1.1904e+00      1.0082e+00               1
     -4.1123e-01      1.3962e+00     -4.9967e-01               0
     -1.1910e+00     -1.3955e+00     -7.1803e-01               0
      2.3242e+00     -1.6449e+00     -7.3298e-01               0
      2.2951e-01     -2.5565e-01      2.2333e+00               1
     -1.2816e+00     -1.1498e+00     -6.9473e-01               0
      3.5766e-01      7.5008e-02     -3.3348e-01               0
      3.3794e-01     -1.0632e+00     -5.2152e-01               1
     -1.3605e+00      1.4662e+00     -4.2038e-01               0
     -2.1901e-01     -3.2419e-01     -1.0109e-01               1
     -1.4773e+00     -8.7670e-01     -7.1754e-01               0
      3.7738e-01     -3.3796e-01     -4.1847e-01               1
      4.3159e-01      9.9174e-01      1.7308e-01               1
      4.3159e-01     -9.0531e-01      5.9934e-02               1
     -8.4003e-01     -1.3087e+00     -7.2295e-01               0
      4.2173e-01     -1.1190e-02      1.0824e-01               1
      4.4145e-01     -5.0541e-01      1.6090e-01               1
     -1.3314e+00     -1.1551e+00     -6.9161e-01               0
      6.1396e-01      1.7523e+00      1.3777e+00               1
      2.1912e+00      8.1723e-01     -3.7852e-01               0
      1.2202e+00      5.6075e-01     -6.1321e-01               0
      4.8581e-01     -1.5582e+00     -5.0894e-01               0
      1.5558e-01      1.0500e+00     -2.3034e-01               0
      3.9216e-01      6.0173e-01     -6.8002e-01               0
      4.9074e-01     -1.0583e+00      6.5440e-01               1
     -1.1801e+00      1.1726e+00      4.4246e-01               1
      4.2173e-01      4.9787e-01     -6.3645e-01               1
     -1.3102e+00      2.4246e-01     -6.2614e-01               0
      4.9074e-01      7.8790e-01     -3.6189e-01               1
      4.7148e-02     -1.6257e+00     -6.9579e-01               0
     -1.0914e+00      1.2645e+00     -6.2601e-01               0
      3.9709e-01      2.7670e-02      1.7611e+00               1
     -8.4003e-01      1.1391e+00     -7.1318e-01               0
      4.2173e-01      1.1362e+00      3.4281e-01               1
     -2.2413e+00      1.0490e+00      7.3143e-01               1
      5.8438e-01     -3.7965e-01     -2.5340e-01               1
      2.5908e-01      1.4475e+00     -4.6725e-01               1
     -1.3221e+00     -1.3356e+00     -6.0947e-01               0
      1.8515e-01      7.4198e-01      1.8699e+00               1
      2.3883e+00     -4.8174e-01     -4.4227e-01               0
      4.2173e-01      1.4591e+00      2.9156e+00               1
     -3.4715e-01      1.5093e+00      1.6749e+00               1
