        f_mass4l     f_D_bkg_kin          f_pt4l         target
      1.4079e-01      1.6213e+00      7.5885e-01               1
      3.8230e-01     -1.6981e-01      2.7231e-01               1
     -1.4349e+00      4.7667e-01     -6.7854e-01               0
     -9.2283e-01     -1.3442e+00     -7.2001e-01               0
      3.0837e-01     -1.1011e-01      9.4750e-02               1
      4.0695e-01      6.2893e-01     -2.1881e-02               1
     -4.5559e-01     -1.3260e+00     -7.0650e-01               0
      1.1315e+00     -1.2805e+00     -7.2009e-01               0
      4.4638e-01      1.0493e+00     -6.8228e-01               0
      3.5766e-01     -4.1286e-01     -2.3164e-01               1
      3.9216e-01     -1.1798e+00     -1.8812e-01               0
     -1.3339e+00     -3.2348e-01     -6.6596e-01               0
      2.9359e-01      1.2761e+00     -2.5688e-01               1
      4.6116e-01      4.4099e-01      1.7624e+00               1
      4.4638e-01     -4.2134e-01      1.9147e+00               1
      1.6441e+00     -9.0178e-01     -7.0652e-01               0
      2.9851e-01      1.6386e+00     -6.1387e-01               0
      3.4780e-01      8.3701e-01     -4.7674e-01               0
      3.5766e-01     -9.7455e-01      1.8076e+00               1
      3.5273e-01      1.5570e+00      1.0476e-01               1
      3.6259e-01      6.5508e-01     -3.3195e-01               1
      3.3794e-01      1.2203e+00      1.1390e-01               1
      7.6720e-02      1.2479e+00      1.1172e-01               1
      3.0344e-01      9.9492e-01      1.9093e-01               1
      4.4638e-01     -5.1109e-02      1.1825e-01               1
     -1.4226e+00     -1.4894e+00     -6.3920e-01               0
     -3.0772e-01      1.2044e+00     -6.5351e-01               0
     -1.3211e+00     -1.3451e+00     -6.1665e-01               0
      1.5208e+00     -9.7491e-01     -6.8028e-01               0
      3.0837e-01      3.6857e-01      9.3727e-01               1
      3.1823e-01      1.6347e+00     -3.1985e-01               1
      3.9216e-01      2.2656e-01      1.5394e-01               1
     -1.4172e+00     -3.4185e-01     -5.8192e-01               0
      4.0202e-01     -1.2953e-01      1.5474e+00               1
      1.8515e-01     -4.8987e-01     -6.2827e-01               0
     -2.3379e-01      2.8376e-02      2.6571e+00               1
      5.2031e-01      1.2913e+00     -3.7434e-01               1
      2.6894e-01      1.0931e+00     -1.7159e-01               1
      3.3794e-01      1.2041e+00     -4.7517e-01               0
      4.4145e-01      7.0347e-01      7.9083e-02               1
      1.5159e+00     -1.6259e+00     -6.0299e-01               0
     -7.6072e-02     -4.5560e-01      1.3033e+00               1
      3.0837e-01      6.5013e-01     -6.6531e-01               0
     -1.3378e+00     -1.4084e-01     -7.1768e-01               0
      3.7245e-01     -1.1752e-01     -6.5499e-01               1
      1.8515e-01      1.4044e+00     -2.3686e-01               1
     -1.2003e+00     -1.0328e+00     -7.0883e-01               0
      3.5273e-01     -1.5151e+00      7.5601e-02               1
     -1.5986e-01     -4.0014e-01      2.5990e-02               1
     -1.3960e+00     -2.1185e-01     -6.9235e-01               0
      4.3159e-01      7.5964e-01     -3.9754e-01               1
      5.1045e-01      5.2825e-01      2.2008e-01               1
     -6.1824e-01      1.0207e+00     -6.7649e-01               0
      2.1965e-01      1.0416e+00     -4.3444e-01               1
      4.2173e-01     -1.1742e+00      6.1240e-02               1
      5.2524e-01     -9.8798e-01      2.1227e+00               1
      3.3302e-01      3.7105e-01      2.0540e+00               1
      1.5652e+00     -2.5777e-01     -6.8023e-01               0
      5.4002e-01      1.1553e+00     -6.5356e-01               0
      4.9074e-01     -7.3365e-02     -5.8275e-01               1
     -1.2590e+00      3.5795e-02     -6.3728e-01               0
     -1.2033e+00     -1.6543e+00     -7.1392e-01               0
     -1.2659e+00     -6.5767e-01     -7.1976e-01               0
      3.3794e-01      8.5538e-01     -1.7898e-01               1
     -1.0904e+00     -1.0434e+00     -6.1300e-01               0
     -8.1000e-02      3.3466e-01      9.0398e-02               1
     -1.3999e+00     -2.9098e-01     -6.5939e-01               0
      2.3444e-01      3.2618e-01      1.8642e+00               1
     -1.6902e+00     -1.3155e+00     -6.5160e-01               0
     -1.2836e+00     -1.2413e+00     -6.9559e-01               0
      1.0280e+00      6.7698e-01     -7.1519e-01               0
     -1.2200e+00      1.1733e+00     -5.4754e-01               0
      4.3159e-01      2.7814e-01      2.7316e+00               1
      3.4780e-01      1.1073e+00      6.8638e-02               1
      3.8230e-01      1.4655e+00      4.6509e-01               1
      3.4287e-01      5.6711e-01      1.9462e-02               1
      2.5657e+00     -1.6350e+00     -5.0155e-01               0
      3.9709e-01     -1.6592e-01      2.8166e-02               1
      2.1517e+00     -1.6663e+00     -6.2201e-01               0
      4.3652e-01     -1.1717e-01     -5.1295e-01               1
     -7.2667e-01     -1.8147e-01     -6.7849e-01               0
      3.6752e-01      1.1366e+00      1.9919e-01               1
      2.2750e+00     -1.3373e+00     -6.8128e-01               0
      5.5974e-01      5.4874e-01      3.4194e-01               1
     -9.5536e-01     -3.2739e-02     -7.1137e-01               0
      4.4638e-01      3.7208e-02      3.1850e+00               1
     -1.1979e+00     -1.4685e-01     -6.8298e-01               0
      3.3302e-01      1.5149e+00     -4.2500e-01               1
     -1.3097e+00      5.1130e-01     -7.3023e-01               0
     -1.0865e+00      1.7322e-01     -6.4050e-01               0
      4.4638e-01     -1.9668e-02      2.0022e+00               1
     -1.3393e+00     -1.0724e+00     -6.7414e-01               0
      4.0695e-01      1.1044e+00      1.9354e-01               1
     -1.3304e+00     -1.5444e+00     -2.3338e-01               0
      3.0344e-01     -6.0645e-01     -1.2981e-01               1
      3.4780e-01      1.9194e-01      1.8266e-01               1
      3.8230e-01      1.6460e+00      8.7351e-02               1
      3.7738e-01     -1.2950e+00      3.0075e+00               1
     -1.2693e+00      2.8732e-01     -6.9655e-01               0
     -1.2536e-01      1.2871e+00     -3.4775e-01               1
     -1.1934e+00      9.4084e-02     -6.9914e-01               0
     -2.2546e+00      1.3040e+00     -4.4571e-01               0
     -1.4118e+00     -1.1908e+00     -7.1727e-01               0
      4.1681e-01      1.0673e+00      1.3081e+00               1
      3.7738e-01      1.9545e-02      2.5335e+00               1
      4.9567e-01      2.9969e-01      1.8477e+00               1
      3.8723e-01      1.1422e-01     -4.7752e-01               0
      3.3302e-01      1.5563e+00     -3.3073e-01               1
      3.3794e-01      1.6880e+00     -5.8471e-01               1
     -1.3522e-01     -7.4705e-01     -6.7140e-02               1
     -2.6336e-01      5.8230e-01     -4.1607e-01               0
      3.9709e-01      4.4947e-01     -2.0335e-01               1
      4.2173e-01      1.2097e+00     -2.7538e-02               1
     -1.2072e+00      1.0483e+00     -5.6539e-01               0
      2.5908e-01      1.2164e-01      1.5219e-01               1
     -9.5832e-01     -1.1886e+00      1.5518e+00               1
     -1.4201e+00      8.9353e-01     -7.1033e-01               0
     -1.4453e+00     -8.1844e-02     -6.5047e-01               0
      1.2005e+00     -7.3928e-01     -4.6764e-01               0
      3.6259e-01      1.4573e+00     -6.6914e-01               0
      1.8515e-01      1.4344e+00     -6.7558e-01               0
      4.0202e-01      6.3883e-01     -3.2094e-01               1
     -1.8825e+00     -1.5462e-01      1.6449e+00               1
      1.9994e-01      8.1511e-01     -2.7168e-01               1
      4.3652e-01      7.9320e-01      2.1123e+00               1
      1.9008e-01      3.6222e-01     -4.7261e-01               1
      3.5273e-01      4.0496e-01     -4.7113e-01               1
      4.2173e-01     -9.7597e-01      4.4116e-01               1
      1.2991e+00     -3.1182e-01     -6.0342e-01               0
     -1.1703e+00     -1.1275e+00     -3.2077e-01               0
      3.1330e-01      1.1592e+00     -1.5940e-01               1
      2.0729e+00      1.1415e+00     -5.9015e-01               0
      3.5273e-01     -1.3024e-01     -6.3737e-01               0
      1.1122e-01     -1.3377e-01     -3.1020e-02               1
     -1.0111e+00     -1.4303e+00      1.1540e+00               1
      3.7245e-01     -1.1752e-01     -6.5499e-01               1
      4.3159e-01     -2.1997e-01      2.8908e+00               1
     -1.3990e+00      1.4969e+00     -3.5027e-01               0
     -1.4251e+00      7.3595e-02     -5.9206e-01               0
      8.2589e-01      1.2920e+00     -7.0123e-01               0
     -4.7037e-01     -3.7930e-01     -7.1682e-01               0
      3.9216e-01     -1.2956e-02      2.7063e+00               1
      3.6752e-01     -1.2424e-01     -4.4014e-01               1
     -1.0313e+00     -4.8740e-01     -7.0957e-01               0
     -5.4430e-01      1.6036e+00     -4.3705e-01               0
      3.8723e-01      1.5033e+00      2.1301e+00               1
     -1.1436e+00     -7.8132e-01     -6.5195e-01               0
     -7.9074e-01     -1.2476e+00      1.2719e+00               1
      9.7868e-01      4.6078e-01     -5.7553e-01               0
      4.6609e-01      8.3984e-01     -2.4687e-01               1
      2.6894e-01     -9.4488e-01     -3.2025e-01               0
      2.5904e+00      7.2502e-01     -6.8763e-01               0
      4.4145e-01     -3.9661e-01     -7.0588e-01               0
     -1.0377e+00     -1.3180e+00     -1.0979e-01               0
      3.8230e-01     -1.5057e+00     -1.4983e-01               1
      3.4780e-01      2.8379e-01      2.6580e+00               1
      4.2173e-01      4.7703e-01     -5.4136e-01               1
      4.5624e-01      3.8482e-01      2.9988e+00               1
      5.0059e-01      1.1705e-01      6.9705e-01               1
      4.1188e-01     -1.2886e+00      1.8742e+00               1
      7.6720e-02      9.5606e-01      4.7749e-02               1
      2.8373e-01      6.6249e-01      1.3827e-01               1
     -1.3497e+00      4.9787e-01     -5.8580e-01               0
      3.5766e-01      1.5227e+00     -5.7078e-01               1
      2.6401e-01     -2.4223e-01      1.2956e-01               1
      2.2951e-01      1.1846e+00     -2.4057e-02               1
      2.8373e-01     -1.5780e-01      2.3969e+00               1
     -1.2555e+00     -1.3239e+00     -6.8898e-01               0
      3.8723e-01      7.7801e-01     -5.9772e-01               0
      1.8954e+00      7.2220e-01     -5.8018e-01               0
     -1.2378e+00      5.1130e-01     -7.2256e-01               0
     -1.7169e+00      4.4382e-01      1.0530e+00               1
     -1.4300e+00      7.6247e-01      9.6382e-01               1
      3.8723e-01      7.0489e-01      3.0418e+00               1
      1.5065e-01      1.5273e-01     -4.4162e-01               1
      4.2666e-01      1.2797e+00     -4.4005e-01               1
      2.2257e+00     -1.4054e+00     -4.5407e-01               0
     -1.8445e+00      1.8346e-01      1.4495e+00               1
      4.6116e-01      9.0660e-01      2.7015e+00               1
      4.1188e-01      1.5132e+00     -5.4241e-01               1
     -7.6610e-01      3.5692e-01     -5.9050e-01               0
      4.3652e-01      4.8586e-01      2.9135e+00               1
     -7.5131e-01     -9.3428e-01      1.7041e+00               1
     -1.0761e+00      3.3572e-01     -5.9176e-01               0
      3.7245e-01     -7.9156e-01      2.7598e+00               1
      8.6578e-02      4.9646e-01      3.1017e-01               1
      3.2361e-02      9.0625e-01     -6.6431e-01               1
      3.1823e-01     -7.6898e-02      2.8595e+00               1
      3.8723e-01      1.2729e+00     -1.3155e-01               1
     -1.4936e+00      2.1526e-01     -6.8894e-01               0
     -1.3053e+00     -3.5315e-01     -6.9024e-01               0
      4.5624e-01     -1.7511e-01     -2.9279e-02               1
      2.3045e+00     -1.5891e+00     -7.0564e-01               0
      2.7387e-01      1.5580e+00     -6.2971e-01               1
     -1.3132e+00     -1.1618e+00     -7.0992e-01               0
      2.1271e+00     -1.0901e+00     -6.9162e-01               0
      3.3302e-01     -9.7667e-01     -7.2299e-01               0
      5.3017e-01      2.7778e-01      2.9439e+00               1
      3.1823e-01      1.1069e+00     -5.9672e-01               0
     -1.6035e+00      4.0673e-01     -7.0003e-01               0
      5.4495e-01      1.3376e+00     -3.7730e-01               0
      4.4145e-01      1.6524e+00     -2.7974e-02               1
     -1.2664e+00      1.2012e+00      1.3559e+00               1
     -1.9234e+00     -3.3902e-01     -7.2756e-01               0
     -3.4223e-01     -1.0367e+00     -7.2048e-01               0
     -3.3237e-01     -8.0534e-01     -1.4896e-01               0
      9.5404e-01      2.6295e-01     -6.8450e-01               0
      1.2399e+00     -1.0307e+00     -2.7385e-01               0
      2.9359e-01     -6.4354e-01     -1.4417e-01               1
     -1.3605e+00      1.1511e+00     -6.9956e-01               0
      3.2809e-01      1.3146e+00     -4.4511e-02               1
     -4.5559e-01      1.2267e+00      1.9904e+00               1
      3.1823e-01      9.8715e-01     -4.2021e-01               0
      1.0629e-01     -2.1503e-01     -1.0196e-01               1
     -6.8724e-01      2.6895e-01     -5.3170e-01               0
     -3.6687e-01     -1.2487e+00     -7.0631e-01               0
      3.4780e-01      1.6012e-02      4.9490e-02               1
     -1.5419e+00     -1.3087e+00     -6.9319e-01               0
     -2.9294e-01     -1.4663e+00      1.9613e+00               1
      2.7433e-02      4.8162e-01      6.2546e-02               1
      3.5766e-01      2.1208e-01     -5.2670e-01               1
      1.7279e+00     -7.8450e-01     -5.6391e-01               0
      4.3159e-01      4.7173e-01      1.1694e-01               1
      3.4287e-01     -6.4672e-01     -1.7420e-01               0
     -1.2757e+00     -1.2268e+00     -6.9701e-01               0
     -1.3235e+00     -1.4640e+00     -6.2627e-01               0
      4.4145e-01      2.3892e-01      2.7102e+00               1
      3.9216e-01      8.4937e-01      2.6841e+00               1
      2.2951e-01     -3.0334e-01      2.3081e+00               1
      4.8088e-01      7.6883e-01      5.1666e-02               1
      1.4572e-01      2.1172e-01     -6.0164e-01               1
      4.4145e-01     -2.2739e-01      1.2913e-01               1
      1.3138e+00     -1.2165e+00     -7.1409e-01               0
      1.0920e+00     -5.5593e-01     -5.8702e-01               0
     -1.2082e+00     -1.3363e+00     -7.2311e-01               0
      3.0344e-01      1.1949e+00     -4.7291e-01               1
      1.5558e-01      1.0500e+00     -2.3034e-01               0
      1.0920e+00     -1.4543e-01     -5.9115e-01               0
     -1.2605e+00     -1.0975e-01     -4.8079e-01               0
     -8.8587e-01      5.1589e-01     -7.0133e-01               0
      2.8373e-01     -1.2636e-01     -5.4802e-01               1
      1.9644e+00      8.2747e-01     -5.5468e-01               0
     -1.4581e+00     -1.5094e+00     -6.8184e-01               0
      3.6259e-01     -1.8500e-01      1.7881e+00               1
     -1.7958e-01     -1.5233e+00      1.9595e+00               1
     -1.8928e+00     -1.5600e+00     -3.5432e-01               0
      5.0552e-01      1.0998e-01      2.3334e+00               1
      2.7880e-01     -1.3307e-01     -4.9380e-01               1
      4.3159e-01      1.4771e+00     -6.1395e-01               0
      4.7102e-01      1.1790e+00     -5.8049e-01               1
      3.5766e-01      1.0281e+00      9.6925e-02               1
      2.2552e+00     -1.5663e+00     -3.1259e-01               0
      3.7245e-01      1.0737e+00     -5.9859e-01               1
     -6.0345e-01      1.6898e-01     -4.4362e-01               1
     -1.1900e+00     -1.1438e+00     -5.3366e-01               0
      4.1681e-01     -1.9595e-01      2.3053e-01               1
     -1.0377e+00     -1.3180e+00     -1.0979e-01               0
     -1.4197e+00     -1.5421e+00     -7.1081e-01               0
      4.3159e-01      5.3744e-01     -5.1639e-01               0
     -1.5000e-01      7.2926e-01     -3.8478e-01               0
      3.4287e-01      1.5050e+00     -5.9798e-01               0
      2.7387e-01      3.7811e-01      7.7342e-02               1
      3.4780e-01     -5.6512e-01     -6.5917e-01               0
      3.2316e-01     -5.4533e-01      2.4684e-02               1
      1.7624e+00      1.4824e+00     -5.8205e-01               0
     -5.9359e-01      8.1405e-01      1.4347e+00               1
     -1.1441e+00     -2.7897e-01     -6.3080e-01               0
     -1.4739e+00     -5.3756e-01     -6.7666e-01               0
      3.5766e-01     -9.9575e-01     -6.3959e-01               0
     -1.2920e+00     -1.5605e+00     -3.9832e-01               0
     -1.7164e+00     -1.2554e+00     -6.7671e-01               0
      1.1610e+00      2.3998e-01     -4.8810e-01               0
      1.6544e-01      8.2147e-01     -4.5115e-01               1
     -1.3787e+00     -6.9371e-01     -7.0727e-01               0
      1.9008e-01     -7.9933e-01     -7.2558e-01               0
      3.8723e-01      1.4111e+00      2.6210e+00               1
     -1.3472e+00     -1.5819e+00     -6.3593e-01               0
     -1.0544e+00     -1.5846e+00     -6.7418e-01               0
      3.7738e-01      1.4846e+00      9.6055e-02               1
      4.1188e-01      9.3381e-01     -8.7159e-02               1
      3.9709e-01     -1.1929e+00      2.6491e-01               1
     -1.4532e+00     -9.6784e-01     -6.8263e-01               0
      3.2809e-01      1.3277e+00      2.7742e+00               1
      4.7102e-01      1.2185e+00      9.0942e-01               1
     -1.2146e+00      9.7867e-01     -6.1408e-01               0
     -1.2664e+00     -3.8745e-02     -7.2737e-01               0
      4.0202e-01      7.0595e-01      2.3051e+00               1
     -1.0909e+00     -1.5182e+00     -6.9971e-01               0
      4.1681e-01     -3.5633e-01     -1.1414e-01               1
      2.2552e+00     -1.5663e+00     -3.1259e-01               0
      3.7290e-02      3.2262e-02     -6.8215e-01               0
     -1.5453e+00     -3.4997e-01      1.0813e+00               1
     -9.4255e-01      6.2222e-01      1.4930e+00               1
      3.3794e-01      9.0307e-01      1.0171e-01               1
      3.7245e-01      5.2119e-01     -6.4346e-01               1
     -1.7706e+00     -1.1706e+00     -5.9198e-01               0
      4.6609e-01      3.1806e-01     -6.3589e-01               1
     -1.3349e+00     -1.5599e+00     -5.8375e-01               0
      8.3082e-01      3.9401e-01     -6.0177e-01               0
      2.4918e+00     -3.9131e-01     -4.6634e-01               0
     -1.2309e+00     -1.3743e+00     -7.0183e-01               0
      3.3302e-01      9.9457e-01     -5.3388e-01               0
      3.8723e-01      7.0489e-01      3.0418e+00               1
      3.9216e-01     -7.4740e-01     -5.5667e-04               1
      1.0871e+00     -5.4357e-01     -6.7610e-01               0
     -1.5493e-01     -6.9088e-01     -5.4807e-01               0
     -1.3916e+00     -3.5598e-01     -6.1169e-01               0
      4.0695e-01     -1.4795e+00     -2.3121e-01               1
      3.6259e-01     -9.5760e-01     -2.5122e-01               1
      1.8560e+00     -1.4659e+00     -7.2163e-01               0
     -8.9277e-01     -1.1268e+00     -7.1452e-01               0
      3.9709e-01      1.4934e+00     -3.4758e-01               1
      2.1473e-01      9.3628e-01     -4.6038e-01               1
      4.0202e-01      3.9083e-01     -5.8232e-01               1
      1.2498e+00     -7.8061e-01     -5.4520e-02               0
      4.8581e-01      1.2878e+00      1.4915e-01               1
      6.6863e-02      2.9580e-01      1.7902e+00               1
     -1.4724e+00      1.8699e-01     -7.0285e-01               0
      3.8723e-01      1.2298e+00      2.6972e+00               1
      7.6720e-02     -2.5177e-01     -6.9400e-01               0
      1.9102e+00     -1.6672e+00     -4.7952e-01               0
      8.2096e-01     -1.3527e+00     -7.0640e-01               0
     -1.0658e+00     -1.0593e+00     -6.9728e-01               0
      4.1681e-01     -1.0646e+00      2.9017e+00               1
     -1.1491e+00     -1.2187e+00     -7.1120e-01               0
      3.4287e-01      6.7663e-01     -5.2552e-01               0
      5.2031e-01      1.0917e+00      1.6264e-01               1
      2.9359e-01      1.5061e+00     -2.8386e-01               1
      4.7595e-01     -6.1245e-01      1.6288e+00               1
      4.5624e-01     -1.0579e+00     -5.0168e-02               1
     -1.6972e-01     -2.9663e-01      1.6851e-02               1
      3.9216e-01     -5.0965e-01      2.4704e+00               1
     -4.5066e-01      4.6820e-01      2.7057e-01               1
     -1.2703e+00     -9.7173e-01     -6.5190e-01               0
      4.0695e-01      4.5333e-02      2.7094e+00               1
      6.5831e-01     -4.7362e-01     -6.0830e-01               0
      3.2809e-01      1.6661e+00     -4.5916e-01               1
     -1.2191e+00     -1.4872e+00     -6.6513e-01               0
     -1.0756e+00     -7.6931e-01     -6.7066e-01               0
     -1.5291e+00     -1.1212e+00     -6.2066e-01               0
      3.9709e-01      8.8329e-01      4.6656e-03               1
      1.5558e-01      7.7519e-01     -9.8039e-02               1
      2.9359e-01      8.3984e-01      8.6916e-02               1
      5.5481e-01     -7.6898e-02     -6.0529e-01               0
     -1.1496e+00     -1.1169e+00     -5.8684e-01               0
      1.1364e+00     -3.3761e-01     -5.2000e-01               0
      3.8723e-01     -1.2784e+00     -6.8968e-01               0
      3.5273e-01     -4.0968e-01     -1.0326e-01               0
     -1.2945e+00     -1.3287e+00     -7.1494e-01               0
     -1.0061e+00     -1.1455e+00      1.5176e-01               0
     -1.2881e+00     -1.1420e+00     -6.8576e-01               0
      5.5481e-01     -1.6633e+00     -7.2113e-01               0
      2.2951e-01      7.9568e-01      2.0224e-01               1
      4.1188e-01      3.7917e-01      2.3203e+00               1
      2.0581e+00     -1.5859e+00     -7.1739e-01               0
      8.4068e-01      8.6774e-01     -6.8154e-01               0
      1.2744e+00     -4.0297e-01     -7.2168e-01               0
      3.5766e-01      1.6184e+00     -1.1196e-01               1
     -9.4699e-01     -5.8490e-01     -6.9817e-01               0
      5.0552e-01      6.5543e-01     -6.3284e-01               0
      4.8581e-01     -2.2280e-01      4.4116e-01               1
     -9.9233e-01     -9.3004e-01     -7.2483e-01               0
      1.1610e+00      4.8586e-01     -2.1336e-01               0
     -1.3033e+00     -8.9966e-01     -6.0421e-01               0
     -1.8943e-01      1.3680e+00     -6.0613e-02               1
     -1.6799e+00     -1.5268e+00     -5.5468e-01               0
      1.0625e+00      4.6113e-01     -6.9144e-01               0
      1.8954e+00     -1.2720e+00     -4.8388e-01               0
     -9.0460e-01     -4.6549e-01     -6.3802e-01               0
      3.1330e-01      1.7583e+00     -5.3231e-01               1
      3.8723e-01      8.1511e-01     -6.0268e-01               0
     -1.0909e+00     -1.5182e+00     -6.9971e-01               0
     -1.3186e+00     -1.5305e+00     -5.8184e-01               0
     -1.0914e+00     -1.0975e-01     -5.7735e-01               0
      3.8230e-01     -8.5727e-01     -4.1033e-01               1
      2.9851e-01      3.3819e-01      9.8666e-02               1
      4.1681e-01      8.1793e-01      4.1070e-01               1
      1.6544e-01      1.3846e+00     -1.6201e-01               1
      4.1681e-01     -1.4993e+00      2.4794e-01               1
      4.0695e-01      8.7446e-01      6.0805e-02               1
      1.6544e-01      5.1977e-01      2.4382e+00               1
     -1.4640e+00      5.9855e-01     -6.3528e-01               0
     -1.2348e+00     -8.7776e-01     -6.1200e-01               0
      4.0695e-01     -7.0960e-01      1.3043e-01               1
      6.0903e-01     -1.1144e+00     -3.3143e-01               1
     -4.0630e-01      1.4263e+00     -1.5984e-01               1
      4.1681e-01     -3.4644e-01     -5.1817e-01               1
      2.2504e-02      3.7811e-01     -3.4937e-02               1
     -1.1343e+00      8.4372e-01     -6.5943e-01               0
     -1.1949e+00     -1.5139e+00     -6.6548e-01               0
      3.2809e-01      3.4279e-01      1.7250e+00               1
     -4.2601e-01     -9.5053e-01     -6.8263e-01               0
     -1.3753e+00     -1.3151e+00     -6.9882e-01               0
     -1.2176e+00     -2.5106e-01     -7.2400e-01               0
      3.4780e-01      1.2143e+00      2.2073e-02               1
      4.7595e-01      2.5058e-01     -1.8072e-01               0
      5.5481e-01     -2.4435e-01     -5.1995e-01               0
      3.5766e-01     -8.4243e-01      2.6489e+00               1
      1.9891e+00      1.2870e-01     -3.9244e-01               0
      3.5766e-01      1.5881e+00     -1.9900e-01               1
      7.2239e-01      4.8727e-01     -7.0950e-01               0
     -4.4573e-01     -3.1326e-02     -5.7588e-01               0
     -5.6895e-01      1.3818e+00     -2.3730e-01               0
     -1.9081e+00     -6.9159e-01      1.0787e+00               1
      5.2031e-01      1.2426e+00      8.4305e-02               1
      2.5362e+00      4.1733e-01     -5.7087e-01               0
      4.3159e-01     -9.8339e-01      2.0379e+00               1
     -1.2210e+00     -5.6761e-02     -6.8367e-01               0
      2.6894e-01     -1.3274e+00     -1.6897e-01               1
      4.5131e-01     -4.5702e-01      2.5892e+00               1
     -8.1046e-01      9.5323e-01     -8.9335e-02               1
     -1.6148e+00     -1.4457e+00     -7.2625e-01               0
      2.0236e+00     -1.4852e+00     -7.2140e-01               0
      3.9216e-01      7.7165e-01      1.6090e-01               1
      2.1616e+00      7.1584e-01     -3.9989e-01               0
      4.2666e-01     -1.4143e+00     -5.6273e-01               1
     -1.1298e+00     -1.0639e+00     -7.1938e-01               0
     -1.3925e+00     -1.6375e+00     -2.5079e-01               0
     -1.2412e+00     -1.4448e+00     -6.6901e-01               0
     -1.4739e+00     -5.3756e-01     -6.7666e-01               0
     -1.3891e+00     -1.4162e+00      1.3355e+00               1
      1.7037e-01      5.2578e-01     -6.4302e-01               1
      5.8438e-01      1.1620e+00      1.0476e-01               0
      4.7595e-01      6.2046e-01      6.3416e-02               1
      1.1315e+00     -1.2805e+00     -7.2009e-01               0
      7.3225e-01     -7.3751e-01     -5.8005e-01               0
      3.8723e-01      7.7554e-01     -5.6639e-01               1
      3.6752e-01     -9.7138e-01     -3.8008e-01               1
      3.7738e-01      4.4841e-01     -1.5984e-01               1
      3.8723e-01      1.8290e+00      1.0230e+00               1
      3.0837e-01      9.2497e-01      2.5446e-01               1
      2.9851e-01      1.5344e+00     -3.6894e-01               1
     -1.3600e+00     -1.7475e-01     -5.5377e-01               0
     -1.3097e+00     -1.1190e+00     -5.9085e-01               0
      2.0980e-01      1.5132e+00     -3.3265e-01               0
      1.9694e+00     -1.4664e+00     -5.3862e-01               0
     -1.2126e+00     -1.4662e+00     -7.2515e-01               0
      2.2458e-01     -1.2664e+00     -7.0205e-01               0
      2.9851e-01      7.2573e-01     -5.9785e-01               1
      3.9216e-01      1.3673e+00     -4.7900e-01               0
      3.8723e-01      3.4243e-01     -5.6356e-01               0
      3.3302e-01      1.3793e+00      3.9764e-01               0
      4.7595e-01      5.9855e-01      1.8377e+00               1
      4.2666e-01      1.3718e-01      2.8081e+00               1
     -6.9217e-01      1.3072e+00     -1.1806e-01               1
     -1.4546e+00      6.7027e-01     -6.8789e-01               0
     -1.8450e-01     -7.5659e-01     -6.8036e-01               0
      2.4923e-01     -3.3092e-02     -5.0233e-01               1
     -1.2407e+00     -9.8515e-01     -4.1207e-01               0
     -1.2131e+00     -7.5588e-01     -7.0396e-01               0
     -1.2481e+00     -1.3455e+00     -7.2161e-01               0
      8.7025e-01     -1.4356e+00     -6.8324e-01               0
     -1.0539e+00     -8.0039e-01     -4.8718e-01               0
     -1.3733e+00     -1.4468e+00     -5.3075e-01               0
     -3.6194e-01      1.3842e+00     -6.2396e-01               0
      3.1823e-01      2.6683e-01     -6.3545e-01               1
      1.0575e+00      1.0525e+00     -6.7066e-01               0
      3.3794e-01      1.6880e+00     -5.8471e-01               1
     -1.3669e+00      4.9822e-01     -7.0202e-01               0
     -1.2521e+00      4.1450e-01     -7.1268e-01               0
      5.4495e-01     -1.4817e+00     -5.5364e-01               0
      3.3794e-01     -3.1326e-02     -4.8901e-01               1
     -6.3795e-01      5.4768e-01     -1.6419e-01               0
     -5.0487e-01     -1.6238e+00     -6.9007e-01               0
      3.7738e-01     -5.2767e-01     -1.9857e-01               1
     -1.4763e+00      9.9951e-01     -6.2718e-01               0
     -1.1949e+00     -1.5139e+00     -6.6548e-01               0
     -1.3166e+00     -1.1123e+00     -7.2765e-01               0
      4.6609e-01      1.3920e+00     -6.1826e-01               1
      3.1823e-01      1.2072e+00      3.2758e-01               1
      3.3302e-01     -6.6226e-01     -3.2477e-01               1
     -1.3053e+00     -3.5315e-01     -6.9024e-01               0
      4.2666e-01      4.6007e-01      2.7394e+00               1
     -1.6237e+00     -1.5524e+00     -5.2874e-01               0
      1.3089e+00     -2.1008e-01     -6.9198e-01               0
     -1.1229e+00     -1.3176e+00     -5.8532e-01               0
     -1.3556e+00      1.6718e+00     -7.2029e-01               0
     -9.9529e-01      4.3746e-01      1.8068e+00               1
      3.2316e-01     -6.6898e-01      4.0765e-01               1
      2.5908e-01      6.6991e-01     -7.4103e-02               1
     -1.3556e+00      1.4672e+00     -7.0960e-01               0
      3.3302e-01      1.5563e+00     -3.3073e-01               1
      2.7880e-01      2.8732e-01      7.5972e-01               1
      1.3286e+00      5.6711e-01      1.6671e+00               1
     -6.4781e-01      1.2009e+00      1.4874e+00               1
     -1.3014e+00     -3.6978e-02     -6.0677e-01               0
      1.7870e+00     -9.4771e-01     -6.8759e-01               0
     -1.5892e+00     -1.4259e+00     -6.7727e-01               0
      3.5766e-01     -9.7597e-01      2.4791e+00               1
